,display_name,name,start_date,end_date,type
SF2006.XZCE,硅铁2006,SF006,2019-06-18,2020-06-12,futures
SF2007.XZCE,硅铁2007,SF007,2019-07-15,2020-07-14,futures
SF2008.XZCE,硅铁2008,SF008,2019-08-15,2020-08-14,futures
SF2009.XZCE,硅铁2009,SF009,2019-09-17,2020-09-14,futures
SF2010.XZCE,硅铁2010,SF010,2019-10-22,2020-10-22,futures
SF2011.XZCE,硅铁2011,SF011,2019-11-15,2020-11-13,futures
SF2012.XZCE,硅铁2012,SF012,2019-12-16,2020-12-14,futures
SF2101.XZCE,硅铁2101,SF101,2020-01-16,2021-01-15,futures
SF2102.XZCE,硅铁2102,SF102,2020-02-17,2021-02-19,futures
SF2103.XZCE,硅铁2103,SF103,2020-03-16,2021-03-12,futures
SF2104.XZCE,硅铁2104,SF104,2020-04-16,2021-04-15,futures
SF2105.XZCE,硅铁2105,SF105,2020-05-20,2021-05-19,futures
SF2106.XZCE,硅铁2106,SF106,2020-06-15,2021-06-15,futures
SF2107.XZCE,硅铁2107,SF107,2020-07-15,2021-07-14,futures
SF2108.XZCE,硅铁2108,SF108,2020-08-17,2021-08-13,futures
SF2109.XZCE,硅铁2109,SF109,2020-09-15,2021-09-14,futures
SF2110.XZCE,硅铁2110,SF110,2020-10-23,2021-10-21,futures
SF2111.XZCE,硅铁2111,SF111,2020-11-16,2021-11-12,futures
SF2112.XZCE,硅铁2112,SF112,2020-12-15,2021-12-14,futures
SF2201.XZCE,硅铁2201,SF201,2021-01-18,2022-01-17,futures
SF2202.XZCE,硅铁2202,SF202,2021-02-22,2022-02-18,futures
SF2203.XZCE,硅铁2203,SF203,2021-03-15,2022-03-14,futures
SF2204.XZCE,硅铁2204,SF204,2021-04-16,2022-04-18,futures
SF2205.XZCE,硅铁2205,SF205,2021-05-20,2022-05-18,futures
SF2206.XZCE,硅铁2206,SF206,2021-06-16,2022-06-15,futures
SF2207.XZCE,硅铁2207,SF207,2021-07-15,2022-07-14,futures
SF2208.XZCE,硅铁2208,SF208,2021-08-16,2022-08-12,futures
SF2209.XZCE,硅铁2209,SF209,2021-09-15,2022-09-15,futures
SF2210.XZCE,硅铁2210,SF210,2021-10-22,2022-10-21,futures
SF2211.XZCE,硅铁2211,SF211,2021-11-15,2022-11-14,futures
SF2212.XZCE,硅铁2212,SF212,2021-12-15,2022-12-14,futures
SF2301.XZCE,硅铁2301,SF301,2022-01-18,2023-01-16,futures
SF2302.XZCE,硅铁2302,SF302,2022-02-21,2023-02-14,futures
SF2303.XZCE,硅铁2303,SF303,2022-03-15,2023-03-14,futures
SF2304.XZCE,硅铁2304,SF304,2022-04-19,2023-04-17,futures
SF2305.XZCE,硅铁2305,SF305,2022-05-19,2023-05-17,futures
SF2306.XZCE,硅铁2306,SF306,2022-06-16,2023-06-14,futures
SF2307.XZCE,硅铁2307,SF307,2022-07-15,2023-07-14,futures
SF2308.XZCE,硅铁2308,SF308,2022-08-15,2023-08-14,futures
SF2309.XZCE,硅铁2309,SF309,2022-09-16,2023-09-14,futures
SF2310.XZCE,硅铁2310,SF310,2022-10-24,2023-10-20,futures
SF2311.XZCE,硅铁2311,SF311,2022-11-15,2023-11-14,futures
SF2312.XZCE,硅铁2312,SF312,2022-12-15,2023-12-14,futures
SF2401.XZCE,硅铁2401,SF401,2023-01-17,2024-01-15,futures
SF2402.XZCE,硅铁2402,SF402,2023-02-15,2024-02-22,futures
SF2403.XZCE,硅铁2403,SF403,2023-03-15,2024-03-14,futures
SF2404.XZCE,硅铁2404,SF404,2023-04-18,2024-04-16,futures
SF2405.XZCE,硅铁2405,SF405,2023-05-18,2024-05-17,futures
SF2406.XZCE,硅铁2406,SF406,2023-06-15,2024-06-17,futures
SF2407.XZCE,硅铁2407,SF407,2023-07-17,2024-07-12,futures
SF2408.XZCE,硅铁2408,SF408,2023-08-15,2024-08-14,futures
SF2409.XZCE,硅铁2409,SF409,2023-09-15,2024-09-13,futures
SF2410.XZCE,硅铁2410,SF410,2023-10-23,2024-10-21,futures
SF2411.XZCE,硅铁2411,SF411,2023-11-15,2024-11-14,futures
SF2412.XZCE,硅铁2412,SF412,2023-12-15,2024-12-13,futures
SF2501.XZCE,硅铁2501,SF501,2024-01-16,2025-01-14,futures
SF2502.XZCE,硅铁2502,SF502,2024-02-23,2025-02-14,futures
SF2503.XZCE,硅铁2503,SF503,2024-03-15,2025-03-14,futures
SF2504.XZCE,硅铁2504,SF504,2024-04-17,2025-04-14,futures
SF2505.XZCE,硅铁2505,SF505,2024-05-20,2025-05-14,futures
SF2506.XZCE,硅铁2506,SF506,2024-06-18,2025-06-13,futures
SF2507.XZCE,硅铁2507,SF507,2024-07-15,2025-07-14,futures
SF8888.XZCE,硅铁期货指数,SF8888,2014-08-08,2030-01-01,futures
SF9999.XZCE,硅铁主力合约,SF9999,2014-08-08,2030-01-01,futures
SH2405.XZCE,烧碱2405,SH405,2023-09-15,2024-05-17,futures
SH2406.XZCE,烧碱2406,SH406,2023-09-15,2024-06-17,futures
SH2407.XZCE,烧碱2407,SH407,2023-09-15,2024-07-12,futures
SH2408.XZCE,烧碱2408,SH408,2023-09-15,2024-08-14,futures
SH2409.XZCE,烧碱2409,SH409,2023-09-15,2024-09-13,futures
SH2410.XZCE,烧碱2410,SH410,2023-10-23,2024-10-21,futures
SH2411.XZCE,烧碱2411,SH411,2023-11-15,2024-11-14,futures
SH2412.XZCE,烧碱2412,SH412,2023-12-15,2024-12-13,futures
SH2501.XZCE,烧碱2501,SH501,2024-01-16,2025-01-14,futures
SH2502.XZCE,烧碱2502,SH502,2024-02-23,2025-02-14,futures
SH2503.XZCE,烧碱2503,SH503,2024-03-15,2025-03-14,futures
SH2504.XZCE,烧碱2504,SH504,2024-04-17,2025-04-14,futures
SH2505.XZCE,烧碱2505,SH505,2024-05-20,2025-05-14,futures
SH2506.XZCE,烧碱2506,SH506,2024-06-18,2025-06-13,futures
SH2507.XZCE,烧碱2507,SH507,2024-07-15,2025-07-14,futures
SH8888.XZCE,烧碱期货指数,SH8888,2023-09-15,2030-01-01,futures
SH9999.XZCE,烧碱主力合约,SH9999,2023-09-15,2030-01-01,futures
SI2308.GFEX,工业硅2308,si2308,2022-12-22,2023-08-14,futures
SI2309.GFEX,工业硅2309,si2309,2022-12-22,2023-09-14,futures
SI2310.GFEX,工业硅2310,si2310,2022-12-22,2023-10-20,futures
SI2311.GFEX,工业硅2311,si2311,2022-12-22,2023-11-14,futures
SI2312.GFEX,工业硅2312,si2312,2022-12-22,2023-12-14,futures
SI2401.GFEX,工业硅2401,si2401,2023-01-17,2024-01-15,futures
SI2402.GFEX,工业硅2402,si2402,2023-02-15,2024-02-22,futures
SI2403.GFEX,工业硅2403,si2403,2023-03-15,2024-03-14,futures
SI2404.GFEX,工业硅2404,si2404,2023-08-15,2024-04-16,futures
SI2405.GFEX,工业硅2405,si2405,2023-09-15,2024-05-17,futures
SI2406.GFEX,工业硅2406,si2406,2023-10-23,2024-06-17,futures
SI2407.GFEX,工业硅2407,si2407,2023-11-15,2024-07-12,futures
SI2408.GFEX,工业硅2408,si2408,2023-12-15,2024-08-14,futures
SI2409.GFEX,工业硅2409,si2409,2024-01-16,2024-09-13,futures
SI2410.GFEX,工业硅2410,si2410,2024-02-23,2024-10-21,futures
SI2411.GFEX,工业硅2411,si2411,2024-03-15,2024-11-14,futures
SI2412.GFEX,工业硅2412,si2412,2024-04-17,2024-12-13,futures
SI2501.GFEX,工业硅2501,si2501,2024-05-20,2025-01-15,futures
SI2502.GFEX,工业硅2502,si2502,2024-05-20,2025-02-24,futures
SI2503.GFEX,工业硅2503,si2503,2024-05-20,2025-03-14,futures
SI2504.GFEX,工业硅2504,si2504,2024-05-20,2025-04-15,futures
SI2505.GFEX,工业硅2505,si2505,2024-05-20,2025-05-19,futures
SI2506.GFEX,工业硅2506,si2506,2024-06-18,2025-06-17,futures
SI8888.GFEX,工业硅期货指数,SI8888,2022-12-22,2030-01-01,futures
SI9999.GFEX,工业硅主力合约,SI9999,2022-12-22,2030-01-01,futures
SM1411.XZCE,锰硅1411,SM411,2014-08-08,2014-11-14,futures
SM1412.XZCE,锰硅1412,SM412,2014-08-08,2014-12-12,futures
SM1501.XZCE,锰硅1501,SM501,2014-08-08,2015-01-16,futures
SM1502.XZCE,锰硅1502,SM502,2014-08-08,2015-02-13,futures
SM1503.XZCE,锰硅1503,SM503,2014-08-08,2015-03-13,futures
SM1504.XZCE,锰硅1504,SM504,2014-08-08,2015-04-15,futures
SM1505.XZCE,锰硅1505,SM505,2014-08-08,2015-05-15,futures
SM1506.XZCE,锰硅1506,SM506,2014-08-08,2015-06-12,futures
SM1507.XZCE,锰硅1507,SM507,2014-08-08,2015-07-14,futures
SM1508.XZCE,锰硅1508,SM508,2014-08-15,2015-08-14,futures
SM1509.XZCE,锰硅1509,SM509,2014-09-16,2015-09-16,futures
SM1510.XZCE,锰硅1510,SM510,2014-10-22,2015-10-21,futures
SM1511.XZCE,锰硅1511,SM511,2014-11-17,2015-11-13,futures
SM1512.XZCE,锰硅1512,SM512,2014-12-15,2015-12-14,futures
SM1601.XZCE,锰硅1601,SM601,2015-01-19,2016-01-15,futures
SM1602.XZCE,锰硅1602,SM602,2015-02-16,2016-02-19,futures
SM1603.XZCE,锰硅1603,SM603,2015-03-16,2016-03-14,futures
SM1604.XZCE,锰硅1604,SM604,2015-04-16,2016-04-15,futures
SM1605.XZCE,锰硅1605,SM605,2015-05-18,2016-05-16,futures
SM1606.XZCE,锰硅1606,SM606,2015-06-15,2016-06-16,futures
SM1607.XZCE,锰硅1607,SM607,2015-07-15,2016-07-14,futures
SM1608.XZCE,锰硅1608,SM608,2015-08-17,2016-08-12,futures
SM1609.XZCE,锰硅1609,SM609,2015-09-17,2016-09-14,futures
SM1610.XZCE,锰硅1610,SM610,2015-10-22,2016-10-21,futures
SM1611.XZCE,锰硅1611,SM611,2015-11-16,2016-11-14,futures
SM1612.XZCE,锰硅1612,SM612,2015-12-15,2016-12-14,futures
SM1701.XZCE,锰硅1701,SM701,2016-01-18,2017-01-16,futures
SM1702.XZCE,锰硅1702,SM702,2016-02-22,2017-02-16,futures
SM1703.XZCE,锰硅1703,SM703,2016-03-15,2017-03-14,futures
SM1704.XZCE,锰硅1704,SM704,2016-04-18,2017-04-18,futures
SM1705.XZCE,锰硅1705,SM705,2016-05-17,2017-05-15,futures
SM1706.XZCE,锰硅1706,SM706,2016-06-17,2017-06-14,futures
SM1707.XZCE,锰硅1707,SM707,2016-07-15,2017-07-14,futures
SM1708.XZCE,锰硅1708,SM708,2016-08-15,2017-08-14,futures
SM1709.XZCE,锰硅1709,SM709,2016-09-19,2017-09-14,futures
SM1710.XZCE,锰硅1710,SM710,2016-10-24,2017-10-20,futures
SM1711.XZCE,锰硅1711,SM711,2016-11-15,2017-11-14,futures
SM1712.XZCE,锰硅1712,SM712,2016-12-15,2017-12-14,futures
SM1801.XZCE,锰硅1801,SM801,2017-01-17,2018-01-15,futures
SM1802.XZCE,锰硅1802,SM802,2017-02-17,2018-02-14,futures
SM1803.XZCE,锰硅1803,SM803,2017-03-15,2018-03-14,futures
SM1804.XZCE,锰硅1804,SM804,2017-04-19,2018-04-17,futures
SM1805.XZCE,锰硅1805,SM805,2017-05-16,2018-05-15,futures
SM1806.XZCE,锰硅1806,SM806,2017-06-15,2018-06-14,futures
SM1807.XZCE,锰硅1807,SM807,2017-07-17,2018-07-13,futures
SM1808.XZCE,锰硅1808,SM808,2017-08-15,2018-08-14,futures
SM1809.XZCE,锰硅1809,SM809,2017-09-15,2018-09-14,futures
SM1810.XZCE,锰硅1810,SM810,2017-10-23,2018-10-19,futures
SM1811.XZCE,锰硅1811,SM811,2017-11-15,2018-11-14,futures
SM1812.XZCE,锰硅1812,SM812,2017-12-15,2018-12-14,futures
SM1901.XZCE,锰硅1901,SM901,2018-01-16,2019-01-15,futures
SM1902.XZCE,锰硅1902,SM902,2018-02-22,2019-02-21,futures
SM1903.XZCE,锰硅1903,SM903,2018-03-15,2019-03-14,futures
SM1904.XZCE,锰硅1904,SM904,2018-04-18,2019-04-15,futures
SM1905.XZCE,锰硅1905,SM905,2018-05-16,2019-05-17,futures
SM1906.XZCE,锰硅1906,SM906,2018-06-15,2019-06-17,futures
SM1907.XZCE,锰硅1907,SM907,2018-07-16,2019-07-12,futures
SM1908.XZCE,锰硅1908,SM908,2018-08-15,2019-08-14,futures
SM1909.XZCE,锰硅1909,SM909,2018-09-17,2019-09-16,futures
SM1910.XZCE,锰硅1910,SM910,2018-10-22,2019-10-21,futures
SM1911.XZCE,锰硅1911,SM911,2018-11-15,2019-11-14,futures
SM1912.XZCE,锰硅1912,SM912,2018-12-17,2019-12-13,futures
SM2001.XZCE,锰硅2001,SM001,2019-01-16,2020-01-15,futures
SM2002.XZCE,锰硅2002,SM002,2019-02-22,2020-02-14,futures
SM2003.XZCE,锰硅2003,SM003,2019-03-15,2020-03-13,futures
SM2004.XZCE,锰硅2004,SM004,2019-04-16,2020-04-15,futures
SM2005.XZCE,锰硅2005,SM005,2019-05-20,2020-05-19,futures
SM2006.XZCE,锰硅2006,SM006,2019-06-18,2020-06-12,futures
SM2007.XZCE,锰硅2007,SM007,2019-07-15,2020-07-14,futures
SM2008.XZCE,锰硅2008,SM008,2019-08-15,2020-08-14,futures
SM2009.XZCE,锰硅2009,SM009,2019-09-17,2020-09-14,futures
SM2010.XZCE,锰硅2010,SM010,2019-10-22,2020-10-22,futures
SM2011.XZCE,锰硅2011,SM011,2019-11-15,2020-11-13,futures
SM2012.XZCE,锰硅2012,SM012,2019-12-16,2020-12-14,futures
SM2101.XZCE,锰硅2101,SM101,2020-01-16,2021-01-15,futures
SM2102.XZCE,锰硅2102,SM102,2020-02-17,2021-02-19,futures
SM2103.XZCE,锰硅2103,SM103,2020-03-16,2021-03-12,futures
SM2104.XZCE,锰硅2104,SM104,2020-04-16,2021-04-15,futures
SM2105.XZCE,锰硅2105,SM105,2020-05-20,2021-05-19,futures
SM2106.XZCE,锰硅2106,SM106,2020-06-15,2021-06-15,futures
SM2107.XZCE,锰硅2107,SM107,2020-07-15,2021-07-14,futures
SM2108.XZCE,锰硅2108,SM108,2020-08-17,2021-08-13,futures
SM2109.XZCE,锰硅2109,SM109,2020-09-15,2021-09-14,futures
SM2110.XZCE,锰硅2110,SM110,2020-10-23,2021-10-21,futures
SM2111.XZCE,锰硅2111,SM111,2020-11-16,2021-11-12,futures
SM2112.XZCE,锰硅2112,SM112,2020-12-15,2021-12-14,futures
SM2201.XZCE,锰硅2201,SM201,2021-01-18,2022-01-17,futures
SM2202.XZCE,锰硅2202,SM202,2021-02-22,2022-02-18,futures
SM2203.XZCE,锰硅2203,SM203,2021-03-15,2022-03-14,futures
SM2204.XZCE,锰硅2204,SM204,2021-04-16,2022-04-18,futures
SM2205.XZCE,锰硅2205,SM205,2021-05-20,2022-05-18,futures
SM2206.XZCE,锰硅2206,SM206,2021-06-16,2022-06-15,futures
SM2207.XZCE,锰硅2207,SM207,2021-07-15,2022-07-14,futures
SM2208.XZCE,锰硅2208,SM208,2021-08-16,2022-08-12,futures
SM2209.XZCE,锰硅2209,SM209,2021-09-15,2022-09-15,futures
SM2210.XZCE,锰硅2210,SM210,2021-10-22,2022-10-21,futures
SM2211.XZCE,锰硅2211,SM211,2021-11-15,2022-11-14,futures
SM2212.XZCE,锰硅2212,SM212,2021-12-15,2022-12-14,futures
SM2301.XZCE,锰硅2301,SM301,2022-01-18,2023-01-16,futures
SM2302.XZCE,锰硅2302,SM302,2022-02-21,2023-02-14,futures
SM2303.XZCE,锰硅2303,SM303,2022-03-15,2023-03-14,futures
SM2304.XZCE,锰硅2304,SM304,2022-04-19,2023-04-17,futures
SM2305.XZCE,锰硅2305,SM305,2022-05-19,2023-05-17,futures
SM2306.XZCE,锰硅2306,SM306,2022-06-16,2023-06-14,futures
SM2307.XZCE,锰硅2307,SM307,2022-07-15,2023-07-14,futures
SM2308.XZCE,锰硅2308,SM308,2022-08-15,2023-08-14,futures
SM2309.XZCE,锰硅2309,SM309,2022-09-16,2023-09-14,futures
SM2310.XZCE,锰硅2310,SM310,2022-10-24,2023-10-20,futures
SM2311.XZCE,锰硅2311,SM311,2022-11-15,2023-11-14,futures
SM2312.XZCE,锰硅2312,SM312,2022-12-15,2023-12-14,futures
SM2401.XZCE,锰硅2401,SM401,2023-01-17,2024-01-15,futures
SM2402.XZCE,锰硅2402,SM402,2023-02-15,2024-02-22,futures
SM2403.XZCE,锰硅2403,SM403,2023-03-15,2024-03-14,futures
SM2404.XZCE,锰硅2404,SM404,2023-04-18,2024-04-16,futures
SM2405.XZCE,锰硅2405,SM405,2023-05-18,2024-05-17,futures
SM2406.XZCE,锰硅2406,SM406,2023-06-15,2024-06-17,futures
SM2407.XZCE,锰硅2407,SM407,2023-07-17,2024-07-12,futures
SM2408.XZCE,锰硅2408,SM408,2023-08-15,2024-08-14,futures
SM2409.XZCE,锰硅2409,SM409,2023-09-15,2024-09-13,futures
SM2410.XZCE,锰硅2410,SM410,2023-10-23,2024-10-21,futures
SM2411.XZCE,锰硅2411,SM411,2023-11-15,2024-11-14,futures
SM2412.XZCE,锰硅2412,SM412,2023-12-15,2024-12-13,futures
SM2501.XZCE,锰硅2501,SM501,2024-01-16,2025-01-14,futures
SM2502.XZCE,锰硅2502,SM502,2024-02-23,2025-02-14,futures
SM2503.XZCE,锰硅2503,SM503,2024-03-15,2025-03-14,futures
SM2504.XZCE,锰硅2504,SM504,2024-04-17,2025-04-14,futures
SM2505.XZCE,锰硅2505,SM505,2024-05-20,2025-05-14,futures
SM2506.XZCE,锰硅2506,SM506,2024-06-18,2025-06-13,futures
SM2507.XZCE,锰硅2507,SM507,2024-07-15,2025-07-14,futures
SM8888.XZCE,锰硅期货指数,SM8888,2014-08-08,2030-01-01,futures
SM9999.XZCE,锰硅主力合约,SM9999,2014-08-08,2030-01-01,futures
SN1507.XSGE,锡1507,sn1507,2015-03-27,2015-07-15,futures
SN1508.XSGE,锡1508,sn1508,2015-03-27,2015-08-17,futures
SN1509.XSGE,锡1509,sn1509,2015-03-27,2015-09-15,futures
SN1510.XSGE,锡1510,sn1510,2015-03-27,2015-10-15,futures
SN1511.XSGE,锡1511,sn1511,2015-03-27,2015-11-16,futures
SN1512.XSGE,锡1512,sn1512,2015-03-27,2015-12-15,futures
SN1601.XSGE,锡1601,sn1601,2015-03-27,2016-01-15,futures
SN1602.XSGE,锡1602,sn1602,2015-03-27,2016-02-15,futures
SN1603.XSGE,锡1603,sn1603,2015-03-27,2016-03-15,futures
SN1604.XSGE,锡1604,sn1604,2015-04-16,2016-04-15,futures
SN1605.XSGE,锡1605,sn1605,2015-05-18,2016-05-16,futures
SN1606.XSGE,锡1606,sn1606,2015-06-16,2016-06-15,futures
SN1607.XSGE,锡1607,sn1607,2015-07-16,2016-07-15,futures
SN1608.XSGE,锡1608,sn1608,2015-08-18,2016-08-15,futures
SN1609.XSGE,锡1609,sn1609,2015-09-16,2016-09-19,futures
SN1610.XSGE,锡1610,sn1610,2015-10-16,2016-10-17,futures
SN1611.XSGE,锡1611,sn1611,2015-11-17,2016-11-15,futures
SN1612.XSGE,锡1612,sn1612,2015-12-16,2016-12-15,futures
SN1701.XSGE,锡1701,sn1701,2016-01-18,2017-01-16,futures
SN1702.XSGE,锡1702,sn1702,2016-02-16,2017-02-15,futures
SN1703.XSGE,锡1703,sn1703,2016-03-16,2017-03-15,futures
SN1704.XSGE,锡1704,sn1704,2016-04-18,2017-04-17,futures
SN1705.XSGE,锡1705,sn1705,2016-05-17,2017-05-15,futures
SN1706.XSGE,锡1706,sn1706,2016-06-16,2017-06-15,futures
SN1707.XSGE,锡1707,sn1707,2016-07-18,2017-07-17,futures
SN1708.XSGE,锡1708,sn1708,2016-08-16,2017-08-15,futures
SN1709.XSGE,锡1709,sn1709,2016-09-20,2017-09-15,futures
SN1710.XSGE,锡1710,sn1710,2016-10-18,2017-10-16,futures
SN1711.XSGE,锡1711,sn1711,2016-11-16,2017-11-15,futures
SN1712.XSGE,锡1712,sn1712,2016-12-16,2017-12-15,futures
SN1801.XSGE,锡1801,sn1801,2017-01-17,2018-01-15,futures
SN1802.XSGE,锡1802,sn1802,2017-02-16,2018-02-09,futures
SN1803.XSGE,锡1803,sn1803,2017-03-16,2018-03-15,futures
SN1804.XSGE,锡1804,sn1804,2017-04-18,2018-04-16,futures
SN1805.XSGE,锡1805,sn1805,2017-05-16,2018-05-15,futures
SN1806.XSGE,锡1806,sn1806,2017-06-16,2018-06-15,futures
SN1807.XSGE,锡1807,sn1807,2017-07-18,2018-07-16,futures
SN1808.XSGE,锡1808,sn1808,2017-08-16,2018-08-15,futures
SN1809.XSGE,锡1809,sn1809,2017-09-18,2018-09-17,futures
SN1810.XSGE,锡1810,sn1810,2017-10-17,2018-10-15,futures
SN1811.XSGE,锡1811,sn1811,2017-11-16,2018-11-15,futures
SN1812.XSGE,锡1812,sn1812,2017-12-18,2018-12-17,futures
SN1901.XSGE,锡1901,sn1901,2018-01-16,2019-01-15,futures
SN1902.XSGE,锡1902,sn1902,2018-02-12,2019-02-15,futures
SN1903.XSGE,锡1903,sn1903,2018-03-16,2019-03-15,futures
SN1904.XSGE,锡1904,sn1904,2018-04-17,2019-04-15,futures
SN1905.XSGE,锡1905,sn1905,2018-05-16,2019-05-15,futures
SN1906.XSGE,锡1906,sn1906,2018-06-19,2019-06-17,futures
SN1907.XSGE,锡1907,sn1907,2018-07-17,2019-07-15,futures
SN1908.XSGE,锡1908,sn1908,2018-08-16,2019-08-15,futures
SN1909.XSGE,锡1909,sn1909,2018-09-18,2019-09-16,futures
SN1910.XSGE,锡1910,sn1910,2018-10-16,2019-10-15,futures
SN1911.XSGE,锡1911,sn1911,2018-11-16,2019-11-15,futures
SN1912.XSGE,锡1912,sn1912,2018-12-18,2019-12-16,futures
SN2001.XSGE,锡2001,sn2001,2019-01-16,2020-01-15,futures
SN2002.XSGE,锡2002,sn2002,2019-02-18,2020-02-17,futures
SN2003.XSGE,锡2003,sn2003,2019-03-18,2020-03-16,futures
SN2004.XSGE,锡2004,sn2004,2019-04-16,2020-04-15,futures
SN2005.XSGE,锡2005,sn2005,2019-05-16,2020-05-15,futures
SN2006.XSGE,锡2006,sn2006,2019-06-18,2020-06-15,futures
SN2007.XSGE,锡2007,sn2007,2019-07-16,2020-07-15,futures
SN2008.XSGE,锡2008,sn2008,2019-08-16,2020-08-17,futures
SN2009.XSGE,锡2009,sn2009,2019-09-17,2020-09-15,futures
SN2010.XSGE,锡2010,sn2010,2019-10-16,2020-10-15,futures
SN2011.XSGE,锡2011,sn2011,2019-11-18,2020-11-16,futures
SN2012.XSGE,锡2012,sn2012,2019-12-17,2020-12-15,futures
SN2101.XSGE,锡2101,sn2101,2020-01-16,2021-01-15,futures
SN2102.XSGE,锡2102,sn2102,2020-02-18,2021-02-05,futures
SN2103.XSGE,锡2103,sn2103,2020-03-17,2021-03-15,futures
SN2104.XSGE,锡2104,sn2104,2020-04-16,2021-04-15,futures
SN2105.XSGE,锡2105,sn2105,2020-05-18,2021-05-17,futures
SN2106.XSGE,锡2106,sn2106,2020-06-16,2021-06-15,futures
SN2107.XSGE,锡2107,sn2107,2020-07-16,2021-07-15,futures
SN2108.XSGE,锡2108,sn2108,2020-08-18,2021-08-16,futures
SN2109.XSGE,锡2109,sn2109,2020-09-16,2021-09-15,futures
SN2110.XSGE,锡2110,sn2110,2020-10-16,2021-10-15,futures
SN2111.XSGE,锡2111,sn2111,2020-11-17,2021-11-15,futures
SN2112.XSGE,锡2112,sn2112,2020-12-16,2021-12-15,futures
SN2201.XSGE,锡2201,sn2201,2021-01-18,2022-01-17,futures
SN2202.XSGE,锡2202,sn2202,2021-02-08,2022-02-15,futures
SN2203.XSGE,锡2203,sn2203,2021-03-16,2022-03-15,futures
SN2204.XSGE,锡2204,sn2204,2021-04-16,2022-04-15,futures
SN2205.XSGE,锡2205,sn2205,2021-05-18,2022-05-16,futures
SN2206.XSGE,锡2206,sn2206,2021-06-16,2022-06-15,futures
SN2207.XSGE,锡2207,sn2207,2021-07-16,2022-07-15,futures
SN2208.XSGE,锡2208,sn2208,2021-08-17,2022-08-15,futures
SN2209.XSGE,锡2209,sn2209,2021-09-16,2022-09-15,futures
SN2210.XSGE,锡2210,sn2210,2021-10-18,2022-10-17,futures
SN2211.XSGE,锡2211,sn2211,2021-11-16,2022-11-15,futures
SN2212.XSGE,锡2212,sn2212,2021-12-16,2022-12-15,futures
SN2301.XSGE,锡2301,sn2301,2022-01-18,2023-01-16,futures
SN2302.XSGE,锡2302,sn2302,2022-02-16,2023-02-15,futures
SN2303.XSGE,锡2303,sn2303,2022-03-16,2023-03-15,futures
SN2304.XSGE,锡2304,sn2304,2022-04-18,2023-04-17,futures
SN2305.XSGE,锡2305,sn2305,2022-05-17,2023-05-15,futures
SN2306.XSGE,锡2306,sn2306,2022-06-16,2023-06-15,futures
SN2307.XSGE,锡2307,sn2307,2022-07-18,2023-07-17,futures
SN2308.XSGE,锡2308,sn2308,2022-08-16,2023-08-15,futures
SN2309.XSGE,锡2309,sn2309,2022-09-16,2023-09-15,futures
SN2310.XSGE,锡2310,sn2310,2022-10-18,2023-10-16,futures
SN2311.XSGE,锡2311,sn2311,2022-11-16,2023-11-15,futures
SN2312.XSGE,锡2312,sn2312,2022-12-16,2023-12-15,futures
SN2401.XSGE,锡2401,sn2401,2023-01-17,2024-01-15,futures
SN2402.XSGE,锡2402,sn2402,2023-02-16,2024-02-19,futures
SN2403.XSGE,锡2403,sn2403,2023-03-16,2024-03-15,futures
SN2404.XSGE,锡2404,sn2404,2023-04-18,2024-04-15,futures
SN2405.XSGE,锡2405,sn2405,2023-05-16,2024-05-15,futures
SN2406.XSGE,锡2406,sn2406,2023-06-16,2024-06-17,futures
SN2407.XSGE,锡2407,sn2407,2023-07-18,2024-07-15,futures
SN2408.XSGE,锡2408,sn2408,2023-08-16,2024-08-15,futures
SN2409.XSGE,锡2409,sn2409,2023-09-18,2024-09-18,futures
SN2410.XSGE,锡2410,sn2410,2023-10-17,2024-10-15,futures
SN2411.XSGE,锡2411,sn2411,2023-11-16,2024-11-15,futures
SN2412.XSGE,锡2412,sn2412,2023-12-18,2024-12-16,futures
SN2501.XSGE,锡2501,sn2501,2024-01-16,2025-01-15,futures
SN2502.XSGE,锡2502,sn2502,2024-02-20,2025-02-17,futures
SN2503.XSGE,锡2503,sn2503,2024-03-18,2025-03-17,futures
SN2504.XSGE,锡2504,sn2504,2024-04-16,2025-04-15,futures
SN2505.XSGE,锡2505,sn2505,2024-05-16,2025-05-15,futures
SN2506.XSGE,锡2506,sn2506,2024-06-18,2025-06-16,futures
SN2507.XSGE,锡2507,sn2507,2024-07-16,2025-07-15,futures
SN8888.XSGE,锡期货指数,SN8888,2015-03-27,2030-01-01,futures
SN9999.XSGE,锡主力合约,SN9999,2015-03-27,2030-01-01,futures
SP1906.XSGE,纸浆1906,sp1906,2018-11-27,2019-06-17,futures
SP1907.XSGE,纸浆1907,sp1907,2018-11-27,2019-07-15,futures
SP1908.XSGE,纸浆1908,sp1908,2018-11-27,2019-08-15,futures
SP1909.XSGE,纸浆1909,sp1909,2018-11-27,2019-09-16,futures
SP1910.XSGE,纸浆1910,sp1910,2018-11-27,2019-10-15,futures
SP1911.XSGE,纸浆1911,sp1911,2018-11-27,2019-11-15,futures
SP1912.XSGE,纸浆1912,sp1912,2018-12-18,2019-12-16,futures
SP2001.XSGE,纸浆2001,sp2001,2019-01-16,2020-01-15,futures
SP2002.XSGE,纸浆2002,sp2002,2019-02-18,2020-02-17,futures
SP2003.XSGE,纸浆2003,sp2003,2019-03-18,2020-03-16,futures
