,display_name,name,start_date,end_date,type
560280.XSHG,工程机械,GCJX,2023-10-30,2200-01-01,etf
560300.XSHG,电信50,DX50,2023-12-18,2200-01-01,etf
560330.XSHG,300价值E,300JZE,2023-05-23,2200-01-01,etf
560350.XSHG,A50指数,A50ZS,2024-03-12,2200-01-01,etf
560360.XSHG,软件指数,RJZS,2024-06-24,2200-01-01,etf
560500.XSHG,500质量,500ETFJ,2021-09-01,2200-01-01,etf
560520.XSHG,红利大成,HLDC,2024-04-18,2200-01-01,etf
560550.XSHG,碳中和,TZHZ,2022-07-19,2200-01-01,etf
560560.XSHG,碳中和ETF泰康,TZHTK,2021-09-13,2200-01-01,etf
560580.XSHG,电力ETF南方,DLETFZSJJ,2023-05-12,2200-01-01,etf
560590.XSHG,1000ETF增强,1000ETFZQ,2023-09-25,2200-01-01,etf
560600.XSHG,医药创新,YYCX,2022-03-15,2023-12-28,etf
560650.XSHG,核心50,HX50,2022-06-27,2200-01-01,etf
560660.XSHG,云50ETF,Y50ETF,2021-08-25,2200-01-01,etf
560680.XSHG,龙头消费,LTXF,2022-10-31,2200-01-01,etf
560690.XSHG,电信主题,DXZT,2024-04-22,2200-01-01,etf
560700.XSHG,央红利50,YHL50,2023-06-06,2200-01-01,etf
560780.XSHG,半导设备,BDSB,2023-12-12,2200-01-01,etf
560800.XSHG,数字ETF,SZETF,2022-01-07,2200-01-01,etf
560850.XSHG,信创50,XC50,2024-04-15,2200-01-01,etf
560860.XSHG,工业有色,GYYS,2023-03-13,2200-01-01,etf
560880.XSHG,家电基金,JDJJ,2022-04-12,2200-01-01,etf
560900.XSHG,创新药企,CXYQ,2022-06-02,2200-01-01,etf
560950.XSHG,500增,500Z,2023-07-31,2200-01-01,etf
560960.XSHG,碳60ETF,T60ETF,2023-01-13,2200-01-01,etf
560980.XSHG,光伏30,GFLT,2022-11-29,2200-01-01,etf
560990.XSHG,科技先锋,KJXF,2022-06-27,2200-01-01,etf
561000.XSHG,300指增,300ZZ,2023-01-11,2200-01-01,etf
561010.XSHG,软件开发,RJKF,2023-12-11,2200-01-01,etf
561060.XSHG,红利国企,HLGQ,2023-09-21,2200-01-01,etf
561100.XSHG,电子龙头,DZLT,2022-02-08,2200-01-01,etf
561120.XSHG,家电ETF,JDETF,2022-02-15,2200-01-01,etf
561130.XSHG,国货ETF,GHETF,2021-10-18,2200-01-01,etf
561150.XSHG,500ESG,500ESG,2022-08-08,2022-12-26,etf
561160.XSHG,锂电池,LDC,2022-07-08,2200-01-01,etf
561170.XSHG,绿电50,LD50,2023-03-16,2200-01-01,etf
561180.XSHG,A100ETF,A100ETF,2022-11-21,2200-01-01,etf
561190.XSHG,双碳ETF,STETF,2022-07-19,2200-01-01,etf
561200.XSHG,中证100ETF工银,ZZ100ETFGY,2024-01-05,2200-01-01,etf
561230.XSHG,A50,A50,2024-03-18,2200-01-01,etf
561260.XSHG,能源ETF,NYETF,2023-08-09,2200-01-01,etf
561280.XSHG,中证1000ETF增强,ZZ1000ETFZQ,2023-09-22,2200-01-01,etf
561300.XSHG,300增ETF,300ZETF,2021-12-10,2200-01-01,etf
561310.XSHG,消电ETF,XDETF,2021-11-25,2200-01-01,etf
561320.XSHG,交运ETF,JYETF,2022-12-08,2200-01-01,etf
561330.XSHG,矿业ETF,KYETF,2022-11-01,2200-01-01,etf
561350.XSHG,国泰500,GT500,2021-09-01,2200-01-01,etf
561360.XSHG,石油ETF,SYETF,2023-10-31,2200-01-01,etf
561370.XSHG,2000ETF,2000ETF,2023-09-21,2200-01-01,etf
561500.XSHG,漂亮50,PL50,2021-06-28,2200-01-01,etf
561510.XSHG,中医药ETF,ZYYETF,2022-08-04,2200-01-01,etf
561550.XSHG,500指增,500ZZ,2021-12-10,2200-01-01,etf
561560.XSHG,电力ETF,DLETF,2022-05-16,2200-01-01,etf
561580.XSHG,央企红利ETF,YQHLETF,2023-05-30,2200-01-01,etf
561590.XSHG,1000增强,1000ZQ,2022-12-12,2200-01-01,etf
561600.XSHG,消费电子,XFDZ,2021-09-09,2200-01-01,etf
561700.XSHG,电力基金,DLJJ,2022-07-15,2200-01-01,etf
561710.XSHG,疫苗,YM,2022-11-25,2200-01-01,etf
561760.XSHG,油气博时,YQBS,2024-04-29,2200-01-01,etf
561780.XSHG,1000指增,1000ZZ,2023-11-10,2200-01-01,etf
561790.XSHG,现代能源,XDNY,2023-08-09,2200-01-01,etf
561800.XSHG,稀金属,XJS,2021-08-24,2200-01-01,etf
561900.XSHG,沪深ESG,HSESG,2021-07-15,2200-01-01,etf
561910.XSHG,电池ETF,DCETF,2021-08-12,2200-01-01,etf
561920.XSHG,疫苗龙头,YMLT,2023-03-29,2200-01-01,etf
561950.XSHG,中证500指数增强ETF基金,ZZ500ZSZQETFJJ,2023-04-24,2200-01-01,etf
561960.XSHG,央企回报,YQHB,2023-06-06,2200-01-01,etf
561980.XSHG,芯片设备,XPSB,2023-09-01,2200-01-01,etf
561990.XSHG,300增强,300ZQ,2021-12-10,2200-01-01,etf
562000.XSHG,中证100ETF基金,HBZZ100ETF,2022-08-01,2200-01-01,etf
562010.XSHG,绿色能源,LSNY,2023-01-03,2200-01-01,etf
562030.XSHG,信创ETF基金,XCETFJJ,2023-10-12,2200-01-01,etf
562060.XSHG,标普红利ETF,BPHLETF,2023-12-28,2200-01-01,etf
562260.XSHG,汽配ETF,QPETF,2024-05-10,2200-01-01,etf
562300.XSHG,低碳ETF,DTETF,2022-01-05,2200-01-01,etf
562310.XSHG,沪深300成长ETF,HS300CZETF,2022-09-09,2200-01-01,etf
562320.XSHG,300价值A,300JZA,2023-01-12,2200-01-01,etf
562330.XSHG,500价值,500JZ,2023-04-18,2200-01-01,etf
562340.XSHG,500成长,500CZ,2024-05-08,2200-01-01,etf
562350.XSHG,电力,DL,2022-07-12,2200-01-01,etf
562360.XSHG,机器人YH,JQR50,2021-10-15,2200-01-01,etf
562380.XSHG,央企科技引领ETF,YQKJYLETF,2023-07-06,2200-01-01,etf
562390.XSHG,中药,ZY,2022-07-28,2200-01-01,etf
562500.XSHG,机器人,JQR,2021-12-29,2200-01-01,etf
562510.XSHG,旅游ETF,LYETF,2021-12-30,2200-01-01,etf
562520.XSHG,1000成长,1000CZ,2022-03-22,2200-01-01,etf
562530.XSHG,1000价值,1000JZ,2022-08-12,2200-01-01,etf
562550.XSHG,绿电ETF,LDETF,2023-03-27,2200-01-01,etf
562560.XSHG,信息技术,XXJS,2024-04-12,2200-01-01,etf
562570.XSHG,信创ETF,XCETF,2024-04-30,2200-01-01,etf
562580.XSHG,可选消费,KXXF,2024-03-26,2200-01-01,etf
562590.XSHG,半导体材料ETF,BDTCLETF,2023-10-18,2200-01-01,etf
562600.XSHG,医疗器械ETF,YLQXETF,2023-12-11,2200-01-01,etf
562660.XSHG,ZZ2000,ZZ2000,2023-09-14,2200-01-01,etf
562700.XSHG,汽车零件,QCLJ,2024-05-14,2200-01-01,etf
562800.XSHG,稀有金属,XYJS,2021-09-27,2200-01-01,etf
562820.XSHG,集成电路,JCDL,2024-04-22,2200-01-01,etf
562850.XSHG,央企能源,YQNY,2023-08-09,2200-01-01,etf
562860.XSHG,生物疫苗,YMETF,2023-02-24,2200-01-01,etf
562880.XSHG,电池基金,DCLT,2021-07-20,2200-01-01,etf
562890.XSHG,A50中证,A50ZZ,2024-03-18,2200-01-01,etf
562900.XSHG,现代农业,XDNY,2021-12-13,2200-01-01,etf
562910.XSHG,高端制造,GDZZ,2022-01-10,2200-01-01,etf
562920.XSHG,信息安全ETF,XXAQETF,2023-06-12,2200-01-01,etf
562930.XSHG,软件30,RJ30,2023-06-05,2200-01-01,etf
562950.XSHG,消电50,XD50,2022-01-20,2200-01-01,etf
562960.XSHG,绿色电力,LSDL,2023-04-12,2200-01-01,etf
562990.XSHG,碳中和E,TZHE,2022-07-19,2200-01-01,etf
563000.XSHG,中国A50,ZGA50,2021-11-08,2200-01-01,etf
563010.XSHG,电信ETF,DXETF,2023-07-13,2200-01-01,etf
563020.XSHG,低波红利,DBHL,2023-12-14,2200-01-01,etf
563030.XSHG,增强500,ZQ500,2023-03-13,2200-01-01,etf
563050.XSHG,科技央企,KJZY,2023-07-06,2200-01-01,etf
563080.XSHG,中证A50E,ZZA50E,2024-03-18,2200-01-01,etf
563090.XSHG,上50增强,S50ZQ,2024-06-06,2200-01-01,etf
563150.XSHG,油气资源,YQZY,2024-05-30,2200-01-01,etf
563180.XSHG,高股息,GGX,2024-05-14,2200-01-01,etf
563200.XSHG,2000指数,ZZ2000ZSETF,2023-10-18,2200-01-01,etf
563280.XSHG,A50增强,A50ZQ,2024-04-12,2200-01-01,etf
563300.XSHG,中证2000,ZZ2000,2023-09-14,2200-01-01,etf
563330.XSHG,A股ETF,AGETF,2023-11-07,2200-01-01,etf
563350.XSHG,中证A50,ZZA50,2024-03-18,2200-01-01,etf
588000.XSHG,科创50,KC50,2020-11-16,2200-01-01,etf
588010.XSHG,科创材料,KCCL,2022-10-26,2200-01-01,etf
588020.XSHG,科创50E,KC50E,2023-08-31,2200-01-01,etf
588030.XSHG,科创指基,KCZJ,2023-09-15,2200-01-01,etf
588050.XSHG,科创ETF,KCETF,2020-11-16,2200-01-01,etf
588060.XSHG,上证科创,SZKC,2021-07-29,2200-01-01,etf
588080.XSHG,科创板50,KCB50,2020-11-16,2200-01-01,etf
588090.XSHG,科创板,KCB,2020-11-16,2200-01-01,etf
588100.XSHG,科创信息,KCXX,2022-05-27,2200-01-01,etf
588110.XSHG,科创成长,KCCZ,2023-08-31,2200-01-01,etf
588120.XSHG,科100ETF,K100ETF,2023-09-15,2200-01-01,etf
588150.XSHG,科创龙头,KCLTETF,2021-12-20,2200-01-01,etf
588160.XSHG,科创材料ETF,KCBXCLETF,2022-10-26,2200-01-01,etf
588180.XSHG,科创50基,KC50J,2021-07-01,2200-01-01,etf
588190.XSHG,科创100,KC100,2023-09-15,2200-01-01,etf
588200.XSHG,科创芯片,KCXP,2022-10-26,2200-01-01,etf
588210.XSHG,科创100E,KC100E,2023-11-16,2200-01-01,etf
588220.XSHG,科创鹏华,KCPH,2023-09-15,2200-01-01,etf
588260.XSHG,科创技术,KCJS,2022-05-27,2200-01-01,etf
588280.XSHG,科创五零,KCWL,2021-10-29,2200-01-01,etf
588290.XSHG,芯片科创,XPKC,2022-10-26,2200-01-01,etf
588300.XSHG,双创ETF,SCETF,2021-07-05,2200-01-01,etf
588310.XSHG,双创基金,SCJJ,2021-12-02,2200-01-01,etf
588320.XSHG,双创增强,SCZQ,2023-01-06,2200-01-01,etf
588330.XSHG,双创龙头,SCLT,2021-07-06,2200-01-01,etf
588350.XSHG,双创,SC,2022-11-10,2200-01-01,etf
588360.XSHG,创创ETF,CCETF,2021-07-06,2200-01-01,etf
588370.XSHG,科创策略,KCCL,2022-12-13,2200-01-01,etf
588380.XSHG,双创50ETF,C50ETF,2021-07-06,2200-01-01,etf
588390.XSHG,科创创业,KCCY,2021-08-30,2200-01-01,etf
588400.XSHG,双创50,SC50,2021-07-05,2200-01-01,etf
588450.XSHG,科创50增,KC50Z,2024-05-22,2200-01-01,etf
588460.XSHG,科创增强,KCZQ,2023-01-05,2200-01-01,etf
588700.XSHG,科创生物,KCSW,2024-01-05,2200-01-01,etf
588800.XSHG,科创100C,KCYB,2023-11-16,2200-01-01,etf
588880.XSHG,科创指数,KCZS,2023-11-16,2200-01-01,etf
588890.XSHG,科创芯,KCX,2024-04-23,2200-01-01,etf
588900.XSHG,科创100N,KC100N,2023-12-18,2200-01-01,etf
