,display_name,name,start_date,end_date,type
160135.XSHE,高铁基金LOF,GTJJ,2020-12-15,2200-01-01,lof
160136.XSHE,改革基金,GGJJ,2020-12-11,2021-04-23,lof
160137.XSHE,互联基金,NFZZHLWZSFJ,2015-07-10,2200-01-01,fjm
160138.XSHE,国企精明,GQJM,2017-05-17,2019-04-22,lof
160140.XSHE,美国REIT精选LOF,MGREIT,2017-11-24,2200-01-01,lof
160142.XSHE,南方优势产业LOF,NFPS,2019-03-29,2200-01-01,lof
160143.XSHE,创业板定开南方,CYLOF,2021-03-17,2200-01-01,lof
160211.XSHE,国泰小盘LOF,GTXP,2010-01-07,2200-01-01,lof
160212.XSHE,国泰估值LOF,GTGZ,2013-02-27,2200-01-01,lof
160215.XSHE,国泰价值LOF,GTJZ,2010-09-13,2200-01-01,lof
160216.XSHE,国泰商品LOF,GTSP,2015-04-07,2200-01-01,lof
160217.XSHE,国泰信用互利A,GTXYHLFJZQ,2012-01-17,2200-01-01,fjm
160218.XSHE,房地产LOF,GTDC,2021-01-20,2200-01-01,lof
160219.XSHE,医药LOF,GTYY,2021-01-20,2200-01-01,lof
160220.XSHE,国泰民益LOF,GTMY,2014-01-16,2200-01-01,lof
160221.XSHE,有色金属LOF,GTYS,2021-01-20,2200-01-01,lof
160222.XSHE,食品LOF,GTSP,2021-01-20,2200-01-01,lof
160223.XSHE,创业板LOF,CYBJ,2016-11-28,2200-01-01,lof
160224.XSHE,计算机基,GTSZTMT50ZSFJ,2015-04-10,2200-01-01,fjm
160225.XSHE,新能源汽车LOF,XQC,2016-07-20,2200-01-01,lof
160311.XSHE,华夏蓝筹LOF,HXLC,2007-05-28,2200-01-01,lof
160314.XSHE,华夏行业LOF,HXHY,2008-01-14,2200-01-01,lof
160322.XSHE,港股精选LOF,GGJX,2017-07-24,2200-01-01,lof
160323.XSHE,华夏磐泰LOF,HXPT,2017-03-15,2200-01-01,lof
160324.XSHE,华夏磐晟LOF,HXPS,2017-08-08,2200-01-01,lof
160325.XSHE,华夏创业板定开,HXCY,2021-01-28,2200-01-01,lof
160326.XSHE,优选配置FOF-LOF,YXPZFOF-LOF,2022-01-14,2200-01-01,lof
160415.XSHE,华安量化LOF,HAS300,2011-10-18,2022-09-06,lof
160416.XSHE,石油基金LOF,SYJJ,2012-05-02,2200-01-01,lof
160417.XSHE,华安300,HAHS300ZSFJ,2012-07-23,2200-01-01,fjm
160418.XSHE,华安中证银行指数A,HAZZYHZSFJ,2015-06-17,2200-01-01,fjm
160419.XSHE,华安中证全指证券公司指数A,HAZZQZZQGSZSFJ,2015-06-17,2200-01-01,fjm
160420.XSHE,创业50,HACYB50ZSFJ,2015-07-14,2200-01-01,fjm
160421.XSHE,华安智增LOF,HAZZ,2016-12-19,2200-01-01,lof
160422.XSHE,华安创业板50ETF联接A,DZSJ,2017-05-26,2018-11-07,lof
160505.XSHE,博时主题LOF,BSZT,2005-02-22,2200-01-01,lof
160512.XSHE,博时卓越LOF,BSZY,2011-06-30,2200-01-01,lof
160513.XSHE,稳健债LOF,WJZA,2014-07-01,2200-01-01,lof
160515.XSHE,安丰18定开,AF18,2013-10-17,2200-01-01,lof
160516.XSHE,证券指数基金,BSZB,2015-05-27,2200-01-01,fjm
160517.XSHE,银行指数基金,BSZZYHZSFJ,2015-06-17,2200-01-01,fjm
160518.XSHE,博时睿远LOF,BSY,2016-07-11,2200-01-01,lof
160519.XSHE,博时睿利LOF,BSL,2016-08-23,2023-08-04,lof
160520.XSHE,弘盈A,HYA,2016-10-26,2021-04-28,lof
160522.XSHE,博时睿益LOF,BSY,2016-11-16,2021-09-22,lof
160526.XSHE,博时优势企业,BSYS,2019-12-02,2200-01-01,lof
160527.XSHE,博时研究优选LOF,YJYX,2020-06-19,2200-01-01,lof
160529.XSHE,创业板博时定开,CYBS,2021-03-17,2200-01-01,lof
160607.XSHE,鹏华价值优势LOF,PHJZ,2006-09-18,2200-01-01,lof
160610.XSHE,鹏华动力LOF,PHDL,2007-03-09,2200-01-01,lof
160611.XSHE,鹏华优质治理LOF,PHZL,2007-07-18,2200-01-01,lof
160613.XSHE,鹏华盛世创新LOF,PHCX,2008-11-10,2200-01-01,lof
160615.XSHE,鹏华300LOF,PH300,2009-05-08,2200-01-01,lof
160616.XSHE,鹏华500LOF,PH500,2010-04-28,2200-01-01,lof
160617.XSHE,鹏华丰润LOF,PHFR,2010-12-16,2200-01-01,lof
160618.XSHE,鹏华丰泽LOF,PHFZ,2014-12-25,2200-01-01,lof
160620.XSHE,资源LOF,ZYLOF,2021-01-18,2200-01-01,lof
160621.XSHE,鹏华丰和LOF,PHFH,2013-01-09,2200-01-01,lof
160622.XSHE,鹏华丰利LOF,PHFL,2016-05-24,2200-01-01,lof
160625.XSHE,证保LOF,ZBLOF,2021-01-18,2200-01-01,lof
160626.XSHE,信息LOF,XXLOF,2021-01-18,2200-01-01,lof
160628.XSHE,地产LOF,DCLOF,2021-01-18,2200-01-01,lof
160629.XSHE,传媒LOF,CMLOF,2021-01-18,2200-01-01,lof
160630.XSHE,国防LOF,GFLOF,2021-01-18,2200-01-01,lof
160631.XSHE,银行LOF基金,YHZJ,2021-01-18,2200-01-01,lof
160632.XSHE,酒LOF,JLOF,2021-01-18,2200-01-01,lof
160633.XSHE,券商LOF,QSLOF,2021-01-18,2200-01-01,lof
160634.XSHE,环保产业基金,PHHBFJ,2015-06-25,2200-01-01,fjm
160635.XSHE,医药LOF基金,YYJJ,2016-08-01,2200-01-01,lof
160636.XSHE,移动互联网,PHHLWFJ,2015-06-25,2200-01-01,fjm
160637.XSHE,创业板LOF基金,CYBL,2021-01-18,2200-01-01,lof
160638.XSHE,带路LOF,DLLOF,2021-01-18,2200-01-01,lof
160639.XSHE,高铁LOF,GTLOF,2021-01-18,2200-01-01,lof
160640.XSHE,新能源,PHXNYFJ,2015-06-04,2200-01-01,fjm
160642.XSHE,鹏华增瑞LOF,PHZR,2016-09-29,2200-01-01,lof
160643.XSHE,空天军工LOF,KTYT,2017-06-20,2200-01-01,lof
160644.XSHE,港美互联网LOF,HLWQD,2017-12-29,2200-01-01,lof
160645.XSHE,鹏华精选回报定开,PHHB,2019-11-28,2200-01-01,lof
160706.XSHE,沪深300LOF,JS300,2005-10-17,2200-01-01,lof
160716.XSHE,基本面50LOF,JS50,2010-02-10,2200-01-01,lof
160717.XSHE,H股LOF,HSHG,2010-10-28,2200-01-01,lof
160718.XSHE,嘉实多利,JSDLFJZQ,2011-05-06,2200-01-01,fjm
160719.XSHE,嘉实黄金LOF,JSHJ,2012-02-10,2200-01-01,lof
160720.XSHE,中期企债,ZQQZ,2013-04-01,2020-08-20,lof
160722.XSHE,嘉实惠泽LOF,JSHZ,2016-12-09,2200-01-01,lof
160723.XSHE,嘉实原油LOF,JSYY,2017-05-05,2200-01-01,lof
160726.XSHE,嘉实瑞享定开,JSRX,2019-04-12,2200-01-01,lof
160805.XSHE,长盛同智LOF,ZSTZ,2007-02-16,2200-01-01,lof
160806.XSHE,长盛中证800LOF,ZSTQ,2015-08-06,2200-01-01,lof
160807.XSHE,长盛沪深300LOF,ZS300,2010-09-06,2200-01-01,lof
160808.XSHE,长盛同瑞,ZSTRZZ200ZSFJ,2012-01-12,2200-01-01,fjm
160809.XSHE,长盛同辉,CSTH,2017-12-05,2018-01-23,lof
160810.XSHE,长盛同丰,ZSTF,2014-07-11,2018-01-22,lof
160812.XSHE,长盛同益LOF,ZSTY,2014-06-04,2200-01-01,lof
160813.XSHE,长盛同盛LOF,ZSTS,2014-12-26,2200-01-01,lof
160814.XSHE,长盛金融地产,ZSZZJRDCFJ,2015-06-25,2200-01-01,fjm
160910.XSHE,创新成长LOF,DCCX,2007-10-25,2200-01-01,lof
160915.XSHE,大成景丰,DCJF,2013-12-02,2020-05-11,lof
160916.XSHE,优选LOF,YXLOF,2012-12-28,2200-01-01,lof
160918.XSHE,中小盘LOF,DCXP,2014-04-30,2200-01-01,lof
160919.XSHE,产业升级LOF,DCCY,2015-01-09,2200-01-01,lof
160921.XSHE,多策略LOF,DCDZ,2016-11-21,2200-01-01,lof
160922.XSHE,恒生中小LOF,HSZX,2016-12-12,2023-02-16,lof
160924.XSHE,恒生指数LOF,HZLOF,2017-08-28,2200-01-01,lof
160925.XSHE,沪深港300LOF,ZH300,2019-03-29,2200-01-01,lof
160926.XSHE,创业板定开,CYDC,2021-01-18,2200-01-01,lof
161005.XSHE,富国天惠LOF,FGTH,2006-02-16,2200-01-01,lof
161010.XSHE,富国天丰LOF,FGTF,2008-12-08,2200-01-01,lof
161014.XSHE,富国汇利定开,FGHL,2017-12-18,2200-01-01,lof
161015.XSHE,富国天盈LOF,FGTY,2014-06-04,2200-01-01,lof
161017.XSHE,500增强LOF,FG500,2011-10-21,2200-01-01,lof
161019.XSHE,富国天锋LOF,FGTF,2012-06-28,2200-01-01,lof
161022.XSHE,富国创业板,CY,2021-01-19,2024-01-30,lof
161024.XSHE,军工LOF,JG,2021-01-18,2200-01-01,lof
161025.XSHE,互联网LOF,HLW,2021-01-18,2200-01-01,lof
161026.XSHE,国企改革LOF,GQGG,2021-01-19,2200-01-01,lof
161027.XSHE,证券LOF,ZQ,2021-01-18,2200-01-01,lof
161028.XSHE,新能源车LOF,XNYC,2021-01-18,2200-01-01,lof
161029.XSHE,银行龙头LOF,YHFG,2019-06-17,2200-01-01,lof
161030.XSHE,体育LOF,TY,2021-01-19,2200-01-01,lof
161031.XSHE,工业40LOF,GY40,2021-01-19,2200-01-01,lof
161032.XSHE,煤炭龙头LOF,MT,2021-01-18,2200-01-01,lof
161033.XSHE,智能汽车LOF,ZNQC,2016-02-29,2200-01-01,lof
161035.XSHE,医药增强LOF,YYZQ,2016-11-25,2200-01-01,lof
161036.XSHE,娱乐增强LOF,YLZQ,2017-03-24,2200-01-01,lof
161037.XSHE,高端制造LOF,GDZZ,2017-05-11,2200-01-01,lof
161038.XSHE,成长LOF,CZLH,2017-08-18,2200-01-01,lof
161039.XSHE,1000增强LOF,FG1000,2018-06-20,2200-01-01,lof
161040.XSHE,创业富国定开,CYFG,2021-01-28,2200-01-01,lof
161115.XSHE,易基岁丰添利LOF,YJSF,2010-12-03,2200-01-01,lof
161116.XSHE,黄金主题LOF,YJHJ,2011-11-08,2200-01-01,lof
161117.XSHE,易基永旭添利定开,YJYX,2012-07-18,2200-01-01,lof
161118.XSHE,中小企业100LOF,YJZX,2019-10-09,2200-01-01,lof
161119.XSHE,易方达新综债LOF,YJZZ,2013-01-09,2200-01-01,lof
161121.XSHE,银行LOF易方达,YH,2020-08-18,2200-01-01,lof
161122.XSHE,生物科技LOF,SWLOF,2020-12-15,2200-01-01,lof
161123.XSHE,并购重组LOF,BGCZ,2021-01-12,2200-01-01,lof
161124.XSHE,港股小盘LOF,XGXP,2016-11-10,2200-01-01,lof
161125.XSHE,标普500LOF,BP500,2016-12-14,2200-01-01,lof
161126.XSHE,标普医疗保健LOF,BPYY,2016-12-14,2200-01-01,lof
161127.XSHE,标普生物科技LOF,BPSW,2016-12-27,2200-01-01,lof
161128.XSHE,标普信息科技LOF,BPKJ,2016-12-27,2200-01-01,lof
161129.XSHE,原油LOF易方达,YYJJ,2017-02-15,2200-01-01,lof
161130.XSHE,纳斯达克100LOF,NZLOF,2017-07-14,2200-01-01,lof
161131.XSHE,易方达科润LOF,YJPS,2019-03-29,2200-01-01,lof
161132.XSHE,易方达科顺定开,YJKS,2019-01-28,2200-01-01,lof
161133.XSHE,优势回报FOF-LOF,YSHBFOF-LOF,2022-06-22,2200-01-01,lof
161207.XSHE,瑞和300,GTRYHS300ZSFJ,2009-11-19,2200-01-01,fjm
161210.XSHE,国投新兴,GTXX,2010-07-01,2018-10-17,lof
161211.XSHE,国投金融,GTJR,2010-06-08,2013-11-04,lof
161213.XSHE,国投消费LOF,GTXF,2011-01-20,2022-01-18,lof
161216.XSHE,国投双债LOF,SZA,2011-05-20,2200-01-01,lof
161217.XSHE,国投资源LOF,GTZY,2011-08-29,2200-01-01,lof
161219.XSHE,国投新兴产业LOF,GTCY,2012-01-16,2200-01-01,lof
161222.XSHE,国投瑞利LOF,GTRL,2015-05-04,2200-01-01,lof
161223.XSHE,国投成长,GTRYZZCYZSFJ,2015-03-27,2200-01-01,fjm
161224.XSHE,国投新丝路LOF,GTSL,2015-05-06,2200-01-01,lof
161225.XSHE,国投瑞盈LOF,GTRY,2015-08-14,2200-01-01,lof
161226.XSHE,国投白银LOF,BYJJ,2015-08-17,2200-01-01,lof
161227.XSHE,国投深证100LOF,SZ100,2015-08-28,2200-01-01,lof
161229.XSHE,国投中国价值LOF,GTZG,2016-01-04,2200-01-01,lof
161230.XSHE,国投瑞银和盛丰利A,FLAL,2016-02-25,2018-09-17,lof
161232.XSHE,国投瑞盛LOF,GTRS,2016-08-19,2200-01-01,lof
161233.XSHE,国投瑞泰LOF,GTRS,2017-02-27,2200-01-01,lof
161505.XSHE,银河通利债券LOF,YHTL,2014-05-23,2200-01-01,lof
161507.XSHE,银河增强,YHHS300CZFJ,2013-06-06,2200-01-01,fjm
161607.XSHE,巨潮100LOF,RTJC,2005-06-16,2200-01-01,lof
161610.XSHE,融通领先成长LOF,RTLX,2007-07-18,2200-01-01,lof
161614.XSHE,融通四季添利LOF,RTTL,2012-04-06,2200-01-01,lof
161626.XSHE,融通通福LOF,RTTF,2017-01-10,2200-01-01,lof
161628.XSHE,云计算LOF,RTJGFJ,2015-07-10,2200-01-01,fjm
161629.XSHE,精准医疗,RTZQFJ,2015-07-31,2200-01-01,fjm
161630.XSHE,融通农业,RTNY,2017-02-15,2018-01-05,lof
161631.XSHE,人工智能LOF,RGZN,2017-04-19,2200-01-01,lof
161706.XSHE,招商成长LOF,ZSCZ,2005-12-09,2200-01-01,lof
161713.XSHE,招商信用添利LOF,ZSXY,2010-07-30,2200-01-01,lof
161714.XSHE,招商金砖,ZSJZ,2011-05-11,2021-01-14,lof
161715.XSHE,大宗商品LOF,DZSP,2017-07-14,2200-01-01,lof
161716.XSHE,招商双债LOF,ZSSZ,2015-03-16,2200-01-01,lof
161718.XSHE,高贝塔,ZSHS300GBTZSFJ,2013-09-02,2200-01-01,fjm
161719.XSHE,转债基金,ZSKZZFJZQ,2014-08-25,2200-01-01,fjm
161720.XSHE,证券基金LOF,ZQJJ,2021-01-22,2200-01-01,lof
161721.XSHE,地产基金,ZSHS300DCDQZZSFJ,2014-12-12,2200-01-01,fjm
161722.XSHE,招商丰泰LOF,ZSFT,2015-07-22,2200-01-01,lof
161723.XSHE,银行基金,ZSZZYHZSFJ,2015-05-27,2200-01-01,fjm
161724.XSHE,煤炭等权LOF,MTDQ,2021-01-22,2200-01-01,lof
161725.XSHE,白酒基金LOF,BJJJ,2021-01-15,2200-01-01,lof
161726.XSHE,生物医药LOF,SWYY,2021-01-22,2200-01-01,lof
161727.XSHE,招商增荣LOF,ZSZR,2016-07-07,2200-01-01,lof
161728.XSHE,招商优选LOF,ZSPS,2019-03-29,2200-01-01,lof
161729.XSHE,招商瑞利LOF,ZSRL,2020-01-15,2200-01-01,lof
161810.XSHE,银华内需LOF,YHNX,2009-10-16,2200-01-01,lof
161811.XSHE,沪深300LOF银华,YH300,2020-12-15,2200-01-01,lof
161812.XSHE,深证100LOF,YH100,2021-01-20,2200-01-01,lof
161813.XSHE,银华信用,YHXY,2010-07-09,2019-01-02,lof
161815.XSHE,抗通胀LOF,YHTZ,2010-12-20,2200-01-01,lof
161816.XSHE,中证90LOF,YH90,2020-12-15,2200-01-01,lof
161818.XSHE,银华消费主题混合,YHXFFJHH,2011-10-21,2200-01-01,fjm
161819.XSHE,中证资源,YHZZNDZYZSFJ,2011-12-21,2200-01-01,fjm
161820.XSHE,银华纯债LOF,YHCZ,2012-09-05,2200-01-01,lof
161821.XSHE,银华50A,YH50A,2013-01-18,2017-07-17,lof
161823.XSHE,银华永兴LOF,YHYX,2016-02-17,2022-01-20,lof
161825.XSHE,800分级,YHZZ800DQZSZQFJ,2013-12-11,2200-01-01,fjm
161826.XSHE,中证转债,YHZZZZZSZQFJ,2013-08-28,2200-01-01,fjm
161831.XSHE,恒生国企LOF,HGFJ,2015-04-13,2200-01-01,lof
161834.XSHE,银华鑫锐LOF,YHR,2016-09-23,2200-01-01,lof
161835.XSHE,银华惠丰,YHHF,2017-06-19,2019-09-02,lof
161837.XSHE,银华大盘定开,YHDP,2020-05-21,2200-01-01,lof
161903.XSHE,万家行业优选LOF,WJYX,2005-08-15,2200-01-01,lof
161907.XSHE,万家中证红利LOF,WJHL,2011-06-15,2200-01-01,lof
161908.XSHE,万家添利,WJTL,2014-06-16,2200-01-01,lof
161910.XSHE,新机遇A,WJZZCYCZZSFJ,2012-10-12,2200-01-01,fjm
161911.XSHE,万家强化收益定开,WJQZ,2013-08-01,2200-01-01,lof
161912.XSHE,社会责任定开,SHZR,2019-06-14,2200-01-01,lof
161914.XSHE,创业板2年定开,WJCY,2021-03-01,2200-01-01,lof
162006.XSHE,长城久富LOF,CCJF,2007-05-18,2200-01-01,lof
162010.XSHE,长城久兆,CCJZZX300ZSFJ,2012-02-21,2200-01-01,fjm
162105.XSHE,金鹰持久增利LOF,CJZL,2015-03-20,2200-01-01,lof
162107.XSHE,金鹰先进制造,JYZZ500ZSFJ,2012-07-03,2200-01-01,fjm
162108.XSHE,金鹰元盛债券LOF,YSZQ,2015-05-20,2200-01-01,lof
162207.XSHE,宏利效率混合LOF,TDXL,2006-07-21,2200-01-01,lof
162215.XSHE,宏利聚利债券LOF,SDJL,2016-05-25,2200-01-01,lof
162216.XSHE,宏利500增强LOF,TD500,2019-12-05,2200-01-01,lof
162307.XSHE,海富通100LOF,HF100,2010-01-08,2200-01-01,lof
162308.XSHE,海富增利,HFZL,2014-09-16,2017-04-27,lof
162411.XSHE,华宝油气LOF,HBYQ,2012-06-08,2200-01-01,lof
162412.XSHE,医疗基金LOF,YLJJ,2021-02-26,2200-01-01,lof
162413.XSHE,中证1000基金,HBXYZZ1000ZSFJ,2015-06-15,2200-01-01,fjm
162414.XSHE,新机遇LOF,XJY,2015-07-01,2200-01-01,lof
162415.XSHE,美国消费LOF,MGXF,2016-04-06,2200-01-01,lof
162416.XSHE,香港本地LOF,XGBD,2018-04-18,2023-03-30,lof
162509.XSHE,中证100LOF,ZZ100E,2020-12-21,2200-01-01,lof
162510.XSHE,中小企业综指LOF,GASL,2015-05-20,2022-12-21,lof
162605.XSHE,景顺鼎益LOF,JSDY,2005-05-25,2200-01-01,lof
162607.XSHE,景顺资源LOF,JSZY,2006-04-07,2200-01-01,lof
162703.XSHE,广发小盘LOF,GFXP,2005-04-29,2200-01-01,lof
162711.XSHE,中证500LOF,GF500L,2010-01-08,2200-01-01,lof
162712.XSHE,广发聚利LOF,GFJL,2011-10-27,2200-01-01,lof
162714.XSHE,深证100基金,GFSZ100ZSFJ,2012-06-12,2200-01-01,fjm
162715.XSHE,广发聚源LOF,GFJY,2013-07-10,2200-01-01,lof
162717.XSHE,广发成长新动能混合A,GFJ,2016-12-29,2022-11-24,lof
162718.XSHE,广发鑫瑞,GFXR,2017-03-24,2020-04-27,lof
162719.XSHE,石油LOF,GFSY,2017-03-17,2200-01-01,lof
162720.XSHE,广发创业板定开,CYGF,2021-03-25,2200-01-01,lof
162721.XSHE,广发积极FOF-LOF,GFJJFOF-LOF,2022-08-09,2200-01-01,lof
162907.XSHE,泰信400,TXJBM400ZSFJ,2012-09-21,2200-01-01,fjm
163001.XSHE,长信医疗LOF,ZXYL,2010-04-16,2200-01-01,lof
163003.XSHE,长信利鑫LOF,CXL,2016-07-22,2200-01-01,lof
163005.XSHE,长信利众LOF,ZXLZ,2016-03-16,2200-01-01,lof
163109.XSHE,申万深成LOF,SWSC,2021-01-25,2200-01-01,lof
163110.XSHE,申万量化LOF,SWLH,2011-08-01,2200-01-01,lof
163111.XSHE,申万中小LOF,SWZX,2017-05-26,2200-01-01,lof
163113.XSHE,申万证券LOF,SWZQ,2021-01-25,2200-01-01,lof
163114.XSHE,申万环保LOF,SWHB,2020-11-09,2200-01-01,lof
163115.XSHE,申万军工LOF,SWJG,2021-01-25,2200-01-01,lof
163116.XSHE,申万电子LOF,SWDZ,2020-11-23,2200-01-01,lof
163117.XSHE,申万传媒,SWLXZZSWCMHYTZZSFJ,2015-06-09,2200-01-01,fjm
163118.XSHE,医药生物LOF,YYSW,2021-01-25,2200-01-01,lof
163119.XSHE,申万健康,SWJK,2016-11-01,2020-04-15,lof
163208.XSHE,全球油气能源LOF,NAYQ,2015-02-17,2200-01-01,lof
163209.XSHE,创业板增强LOF,NAZZCYCZZSFJ,2012-04-27,2200-01-01,fjm
163210.XSHE,诺安纯债定开,NACZ,2013-06-24,2022-06-14,lof
163302.XSHE,大摩资源LOF,DMZY,2007-07-05,2200-01-01,lof
163402.XSHE,兴全趋势LOF,XQQS,2006-01-19,2200-01-01,lof
163406.XSHE,兴全合润LOF,XQHR,2021-01-28,2200-01-01,lof
163407.XSHE,兴全沪深300LOF,XQ300,2011-01-19,2200-01-01,lof
163409.XSHE,兴全绿色LOF,XQLS,2011-07-07,2200-01-01,lof
163412.XSHE,兴全轻资产LOF,XQQZ,2012-05-31,2200-01-01,lof
163415.XSHE,兴全商业模式LOF,XQMS,2013-02-01,2200-01-01,lof
163417.XSHE,兴全合宜LOF,XQHY,2018-04-23,2200-01-01,lof
163418.XSHE,兴全合兴LOF,XQHX,2021-04-15,2200-01-01,lof
163503.XSHE,天治核心LOF,TZHX,2007-07-30,2200-01-01,lof
163801.XSHE,中银中国LOF,ZYZG,2005-02-23,2200-01-01,lof
163819.XSHE,中银信用增利LOF,ZYXY,2012-07-18,2200-01-01,lof
163821.XSHE,沪深300等权LOF,ZY300E,2012-07-13,2200-01-01,lof
163824.XSHE,中银盛利,ZYSL,2013-11-04,2020-11-20,lof
163827.XSHE,中银产业债债券A,ZYCZ,2014-12-18,2020-03-02,lof
163907.XSHE,中海惠裕LOF,ZHHY,2016-03-03,2200-01-01,lof
164105.XSHE,华富强债LOF,HFQZ,2010-10-11,2200-01-01,lof
164205.XSHE,天弘深成,THSC,2010-09-17,2015-05-06,lof
164206.XSHE,天弘添利LOF,THTL,2015-12-15,2200-01-01,lof
164208.XSHE,天弘丰利LOF,THFL,2014-12-03,2200-01-01,lof
164210.XSHE,天弘同利LOF,THTL,2016-09-30,2200-01-01,lof
164302.XSHE,新华惠鑫,XHHX,2017-02-24,2019-01-15,lof
164304.XSHE,新华环保,XHZZHBCYZSFJ,2014-10-16,2200-01-01,fjm
164401.XSHE,中证健康,QHKYJKFJ,2015-05-07,2200-01-01,fjm
164402.XSHE,中航军工,QHKYZHJGZSFJ,2015-04-17,2200-01-01,fjm
164403.XSHE,农业精选LOF,NYJX,2016-08-15,2200-01-01,lof
164508.XSHE,国富中证100LOF,GF100,2020-04-22,2200-01-01,lof
164509.XSHE,国富恒利债券LOF,GFHL,2017-04-07,2200-01-01,lof
164606.XSHE,信用增利LOF,XYZL,2011-12-12,2200-01-01,lof
164701.XSHE,黄金LOF,TFGJ,2012-03-01,2200-01-01,lof
164702.XSHE,汇添富季季红定开,TFJH,2012-10-25,2200-01-01,lof
164703.XSHE,汇添富纯债LOF,TFCZ,2016-12-02,2200-01-01,lof
164705.XSHE,恒生LOF,TFHS,2015-04-13,2200-01-01,lof
164808.XSHE,工银四季LOF,GYSJ,2011-03-28,2200-01-01,lof
164809.XSHE,工银瑞信中证500ETF联接A,GYZZ500ZS,2012-03-30,2200-01-01,fjm
164810.XSHE,工银纯债定开,GYCZ,2012-09-20,2200-01-01,lof
164811.XSHE,京津冀,GYSZ100ZSFJ,2012-11-05,2200-01-01,fjm
164812.XSHE,政府债基,GYZL,2016-03-29,2018-06-27,lof
164814.XSHE,工银双债LOF,GYSZ,2013-12-23,2200-01-01,lof
164815.XSHE,原油LOF,GYZY,2013-06-18,2017-06-19,lof
164818.XSHE,传媒基金,GYZZCMZSFJ,2015-05-28,2200-01-01,fjm
164819.XSHE,环保母基,GYZZHBCYZSFJ,2015-07-24,2200-01-01,fjm
164820.XSHE,高铁母基,GYZZGTCYZSFJ,2015-08-04,2200-01-01,fjm
164821.XSHE,新能母基,GYZZXNYZSFJ,2015-07-31,2200-01-01,fjm
164823.XSHE,深成LOF,SCLOF,2017-10-13,2018-05-10,lof
164824.XSHE,印度基金LOF,YDJJ,2018-08-01,2200-01-01,lof
164902.XSHE,交银添利LOF,JYTL,2011-04-20,2200-01-01,lof
164905.XSHE,交银新能,JYGZXNYZSFJ,2015-04-09,2200-01-01,fjm
164906.XSHE,中概互联网LOF,ZGHL,2015-07-10,2200-01-01,lof
164907.XSHE,E金融,JYZZHLWJRZSFJ,2015-07-07,2200-01-01,fjm
165309.XSHE,沪深300LOF建信,JX300,2009-11-30,2200-01-01,lof
165310.XSHE,沪深300增强,JXSLFJ,2011-06-08,2200-01-01,fjm
165311.XSHE,信用债LOF,JXXY,2011-09-09,2200-01-01,lof
165312.XSHE,央视50财经,JXYSCJ50ZSFJ,2013-05-20,2200-01-01,fjm
165313.XSHE,建信优势LOF,JXYS,2013-04-03,2200-01-01,lof
165315.XSHE,网金融,JXWJRFJ,2015-08-07,2200-01-01,fjm
165317.XSHE,建信丰裕LOF,JXFY,2017-10-13,2023-09-04,lof
165508.XSHE,中信保诚深度LOF,XCSD,2010-09-20,2200-01-01,lof
165509.XSHE,中信保诚增强LOF,XCZQ,2010-11-08,2200-01-01,lof
165510.XSHE,信诚四国LOF,XCSG,2011-01-20,2023-06-07,lof
165511.XSHE,中信保诚500LOF,XC500,2021-02-03,2200-01-01,lof
165512.XSHE,中信保诚机遇LOF,XCJY,2011-09-16,2200-01-01,lof
165513.XSHE,中信保诚商品LOF,XCSP,2012-01-13,2200-01-01,lof
165515.XSHE,中信保诚300LOF,XC300,2021-02-03,2200-01-01,lof
165516.XSHE,中信保诚周期LOF,XCZQ,2012-11-05,2200-01-01,lof
165517.XSHE,中信保诚双盈LOF,XCSY,2015-04-23,2200-01-01,lof
165519.XSHE,医药生物科技LOF,XCYY,2021-02-03,2200-01-01,lof
165520.XSHE,有色LOF,XCYS,2021-02-03,2200-01-01,lof
165521.XSHE,金融LOF,XCJR,2021-02-03,2200-01-01,lof
165522.XSHE,TMTLOF,XCTMT,2021-02-03,2200-01-01,lof
165523.XSHE,信息安全,XCZZXXAQZSFJ,2015-07-14,2200-01-01,fjm
165524.XSHE,智能家居,XCZZZNJJZSFJ,2015-07-14,2200-01-01,fjm
165525.XSHE,基建工程LOF,JJGC,2016-12-09,2200-01-01,lof
165528.XSHE,中信保诚鼎利LOF,XCDZ,2016-08-31,2200-01-01,lof
165705.XSHE,诺德双翼,NDSY,2015-03-20,2018-07-25,lof
165707.XSHE,诺德S300,NDSZ300ZSFJ,2012-09-24,2200-01-01,fjm
165806.XSHE,东吴沪深300指数A,DW100,2012-04-27,2018-07-10,lof
165807.XSHE,东吴鼎利,DWDL,2016-05-20,2020-07-13,lof
165809.XSHE,东吴转债,DWZZKZHZQZSFJ,2014-06-06,2200-01-01,fjm
166001.XSHE,中欧趋势LOF,ZOQS,2007-04-23,2200-01-01,lof
166006.XSHE,中欧成长LOF,ZOCZ,2010-03-26,2200-01-01,lof
166007.XSHE,中欧互通精选混合A,ZO300,2010-08-16,2018-09-28,lof
166008.XSHE,中欧强债LOF,ZOQZ,2011-02-18,2200-01-01,lof
166009.XSHE,中欧动力LOF,ZODL,2011-04-29,2200-01-01,lof
166010.XSHE,中欧鼎利A,ZODLFJZQ,2011-09-15,2200-01-01,fjm
166011.XSHE,中欧盛世LOF,ZOSS,2015-04-21,2200-01-01,lof
166012.XSHE,中欧信用LOF,ZOXY,2016-01-08,2022-03-02,lof
