code,pe_ratio,pb_ratio,total_assets,net_profit,roe
002828.XSHE,-25.8403,3.4068,1925822549.03,15912071.03,2.74
002829.XSHE,25.2415,2.8169999999999997,3155012085.28,74166060.75,3.86
002830.XSHE,95.1779,3.0199,1452971521.21,8752816.05,1.14
002831.XSHE,17.6029,2.4207,21305709350.91,572985879.28,5.29
002832.XSHE,19.8348,3.8178,6133229750.61,342205361.85,7.49
002833.XSHE,13.7311,2.7808,4223869370.56,171619610.54,6.21
002835.XSHE,28.7946,4.0139,1270745050.69,37733743.11,3.92
002836.XSHE,970.7914,5.5427,433144499.96,7786493.26,2.16
002837.XSHE,41.7268,6.699,4435999775.64,120942985.19,5.26
002838.XSHE,45.4122,1.9318,4821856107.82,35301202.71,1.07
002839.XSHE,4.6468,0.5942,203041986127.61,543864367.98,3.25
002840.XSHE,-40.4113,5.5794,8972178554.88,3284315.7,-0.08
002841.XSHE,20.8207,2.5946,22337367059.86,483569586.71,3.79
002842.XSHE,-23.2056,2.875,2149710622.48,-22190816.06,-2.42
002843.XSHE,48.7659,4.7499,2747132774.68,37406251.27,3.81
002845.XSHE,-81.6288,2.1775,7630870524.94,7461446.34,0.28
002846.XSHE,-146.914,3.2102,2940043925.21,746187.46,0.06
002847.XSHE,28.4546,9.9952,2742749759.06,150419769.54,11.53
002848.XSHE,-34.5218,9.8401,456240754.14,-6835784.72,-3.58
002849.XSHE,62.6962,3.1614,2446757272.38,31586753.0,2.24
002850.XSHE,20.6567,2.3081,17364784279.11,292164530.33,3.49
002851.XSHE,18.9349,3.0379,9543470056.95,88743887.49,2.22
002852.XSHE,-34.258,1.7646,5737905888.14,42472385.35,1.74
002853.XSHE,23.1574,1.8129,2283696754.7,27881017.79,2.21
002855.XSHE,-58.6533,9.5371,2309585927.82,-9189209.57,-0.69
002856.XSHE,-12.9321,3.9338,2206575000.33,-20432829.14,-3.83
002857.XSHE,325.4566,4.053999999999999,726007340.73,-2116012.99,-0.29
002858.XSHE,-89.6682,4.1901,1195992628.11,-8255737.15,-1.16
002859.XSHE,57.4641,3.8487,4850912524.2,72132081.3,2.5
002860.XSHE,20.5942,2.5616,3445292398.49,69673688.04,4.08
002861.XSHE,-18.4951,2.6116,1745388292.71,-6352269.11,-0.71
002862.XSHE,-43.9841,5.4631,688707199.31,-11347980.68,-2.42
002863.XSHE,28.1426,1.4638,6851349937.29,17002484.09,0.78
002864.XSHE,38.125,2.6835,2096053514.17,29644110.71,2.19
002865.XSHE,9.0592,3.2035,19811310312.17,682731028.15,13.28
002866.XSHE,69.1278,2.9112,4392276046.76,20743561.74,1.24
002867.XSHE,13.2536,2.7005,8058461553.14,354482495.45,5.78
002868.XSHE,-23.5603,6.4618,1720787255.24,-39757416.22,-7.43
002869.XSHE,111.2487,1.7304,2715430810.76,18297874.04,0.88
002870.XSHE,33.8137,3.2222,7359919143.01,124128528.84,5.22
002871.XSHE,22.105,3.133,1007335060.8,31703635.9,4.17
002873.XSHE,30.5734,2.4546,2072090076.3,41384036.92,3.52
002875.XSHE,-20.1191,3.7493,1305627345.71,-48091077.92,-5.54
002876.XSHE,82.3618,2.7212,4114852109.34,34430610.39,1.48
002877.XSHE,32.4352,3.3613,2428251886.64,35656260.92,3.43
002878.XSHE,133.1335,4.346,1906574473.71,34983098.67,3.44
002879.XSHE,81.2466,1.7925,2233812534.22,7017575.93,0.41
002880.XSHE,40.6681,4.0928,2665468277.92,50460413.28,2.58
002881.XSHE,95.4999,4.7703,2169119789.09,19821929.29,1.37
002882.XSHE,30.2781,3.0857,3045748606.39,53288808.56,2.57
002883.XSHE,42.4251,2.8972,1285497626.73,12825145.38,1.43
002884.XSHE,16.9213,2.91,2260770840.14,99797880.78,4.79
002885.XSHE,49.3718,3.4286,2876325256.2,8049627.59,0.54
002886.XSHE,615.3745,3.0493,3246575609.08,10128279.83,0.29
002887.XSHE,34.9976,1.2295,4429209477.62,26104474.1,1.1
002888.XSHE,-244.0368,9.4001,448774265.82,3417475.65,0.86
002889.XSHE,31.7256,2.2528,4692546878.25,30939118.3,1.22
002890.XSHE,90.0971,3.4568,739546709.51,4941484.81,0.85
002891.XSHE,46.1208,3.5753,4205814974.99,99288271.37,3.77
002892.XSHE,115.6691,5.6391,1849467499.64,6699850.69,0.59
002893.XSHE,66.0079,4.1642,1794858626.84,-69229775.89,-9.52
002895.XSHE,14.4558,2.1064,11152581082.03,230929089.62,4.8
002896.XSHE,67.7766,5.0111,1557269832.98,24021257.03,2.22
002897.XSHE,57.4041,3.6362,5131174715.59,25558098.59,1.95
002898.XSHE,-70.8867,4.6332,812631582.79,1336664.22,0.25
002899.XSHE,18.2659,1.6209,2253149638.15,35571307.85,2.95
002900.XSHE,62.6268,2.0341,3434621937.95,7030302.56,0.38
002901.XSHE,-743.1595,5.425,4502653481.86,15765196.97,0.14
002902.XSHE,-199.6778,4.6276,2718103640.79,-47329279.66,-4.25
002903.XSHE,98.2362,5.0899,1071365055.24,13631100.99,1.77
002905.XSHE,-335.1577,18.108,4193116345.83,62550046.4,31.62
002906.XSHE,44.9744,3.1871,8929123121.56,117104135.68,2.3
002907.XSHE,91.7388,3.9564,1845694344.08,3412887.03,0.21
002908.XSHE,60.1541,5.3444,1489906412.3,8761160.96,0.57
002909.XSHE,141.1207,3.3161,2035152773.47,6422135.29,0.75
002910.XSHE,162.468,1.6079,2566470828.47,2699642.81,0.2
002911.XSHE,16.3211,2.8237,16611556310.99,189173585.81,2.99
002912.XSHE,90.3326,2.9287,1967098089.24,287356.68,0.02
002913.XSHE,29.2422,2.303,7903841080.9,162300845.22,3.92
002915.XSHE,243.1261,3.6364,3265696862.92,-42117088.74,-2.69
002916.XSHE,26.6599,2.8705,21488891724.75,434500658.72,3.48
002917.XSHE,57.9567,2.2966,3143435003.88,43228910.12,2.3
002918.XSHE,17.5085,1.6873,9826716244.95,189703817.6,4.91
002919.XSHE,27.1799,6.2936,1357952986.81,66229524.81,7.6
002920.XSHE,49.5113,9.9131,16471638299.72,352407992.69,5.0
002921.XSHE,357.7762,1.9355,2237358838.67,9982806.28,0.84
002922.XSHE,27.1897,1.9115,5172784223.53,77636909.46,3.11
002923.XSHE,34.6079,3.5087,2249778245.23,-3693993.8,-0.31
002925.XSHE,30.976999999999997,3.0385,7479609985.15,134488941.63,2.63
002926.XSHE,46.7228,0.8964,89215717263.11,-152751635.27,-0.66
002927.XSHE,48.6004,3.4389,1599630098.63,32377677.04,3.03
002928.XSHE,-7.8612,2.7203,18983053378.45,54784017.96,1.65
002929.XSHE,25.0205,2.0048,14453568625.24,106124312.21,2.23
002930.XSHE,31.7513,3.7013,8768044456.27,91777511.86,3.22
002931.XSHE,260.5328,4.7503,1076193079.64,-5141762.86,-0.71
002932.XSHE,10.3642,0.8783,7709578943.74,40661452.28,0.54
002933.XSHE,-370.1142,2.9049,2281120930.22,6561169.56,0.46
002935.XSHE,71.1114,4.3580000000000005,2664538838.44,5543491.42,0.37
002936.XSHE,10.3278,0.4187,622051831000.0,734328000.0,1.32
002937.XSHE,29.2602,5.5229,2400956242.65,74066767.04,5.27
002938.XSHE,14.4206,1.8274,41360760969.04,1032454241.13,3.71
002939.XSHE,20.8967,1.1376,115147490870.65,329160341.34,1.15
002940.XSHE,33.9987,2.7817,3207490489.72,13522023.15,0.35
002941.XSHE,24.379,2.7322,18613690524.52,91078655.54,2.73
002942.XSHE,797.8858,2.6313,1503008757.85,-3529677.55,-0.3
002943.XSHE,40.4503,3.3931,2882887095.55,26980738.13,2.1
002945.XSHE,190.0547,6.2819,18019497045.11,83734422.99,1.28
002946.XSHE,22.9992,3.9886,9309028118.86,145301669.93,5.67
002947.XSHE,31.3566,3.7156,2795554306.16,100750266.01,5.18
002948.XSHE,5.1063,0.5559,581184488000.0,682018000.0,1.71
002949.XSHE,25.6137,1.9554,3180017923.47,79412695.32,4.57
002950.XSHE,16.6607,1.8695,5176168600.57,-9813348.1,-0.21
002952.XSHE,113.932,7.4126,1180702701.27,-22766935.66,-2.54
002953.XSHE,43.1038,2.5982,2932218160.94,33487832.48,1.95
002955.XSHE,24.3035,2.1195,5069133231.06,174654405.83,4.49
002956.XSHE,27.3673,2.2078,1867540110.56,27169040.53,1.89
002957.XSHE,28.5869,2.7567,6130567286.63,91444540.01,2.85
002958.XSHE,5.6758,0.4407,467644775000.0,1166273000.0,3.04
002959.XSHE,17.6537,3.2391,4982575215.44,78852374.37,3.09
002960.XSHE,15.9193,1.6839,8198886143.05,232366853.16,3.56
002961.XSHE,28.131999999999998,2.6651,14740897624.6,61751534.18,2.42
002962.XSHE,98.4893,3.8002,2009529600.43,11848396.04,0.64
002963.XSHE,-22.0153,1.5315,2087259946.42,849533.17,0.06
002965.XSHE,20.0494,2.4931,5996558390.35,110009240.19,3.78
002966.XSHE,5.1713,0.6218,583510028725.0,1183935247.0,2.57
002967.XSHE,35.7334,2.445,5944901846.43,73661885.12,2.08
002968.XSHE,17.3819,2.4332,1919123096.29,46075776.73,3.46
002969.XSHE,52.5994,1.6964,4226160375.8,31658578.96,1.31
002970.XSHE,273.8963,3.8069,2229797584.73,19859870.08,1.53
002971.XSHE,51.78,3.5035,3808447544.17,21336176.65,1.7
002972.XSHE,43.5919,2.6252,1436866319.14,12172996.77,1.01
002973.XSHE,12.0591,2.1197,7437862921.67,43313237.0,3.31
002975.XSHE,154.6993,3.3284,2678184481.94,-15216867.54,-0.82
002976.XSHE,67.6458,5.2353,2117020799.39,5592589.92,0.8
002977.XSHE,81.6278,3.9008,1385953706.25,9826927.63,0.91
002978.XSHE,13.5692,2.1956,6927282677.07,267628548.05,4.66
002979.XSHE,64.4704,5.2349,2251908597.88,17257147.47,1.34
002980.XSHE,40.0249,3.5977,1233981447.97,34649322.69,3.37
002981.XSHE,35.3361,3.8836,1610942017.47,47209515.26,5.5
002982.XSHE,-64.5721,1.8553,3869598297.73,30280949.84,1.59
002983.XSHE,36.7839,4.6513,1726451880.26,48151018.68,3.97
002984.XSHE,18.9568,1.9280000000000002,15061418531.86,387158378.86,3.91
002985.XSHE,34.1649,3.4739,4719048916.62,110825949.45,3.06
002986.XSHE,10.4713,1.8224,4894156121.14,170644644.1,6.21
002987.XSHE,24.2961,3.3559,3011867884.1,98572400.75,4.12
002988.XSHE,-487.5128,2.8626,5670038093.65,57723502.3,2.68
002989.XSHE,48.0215,1.8692,3169433613.99,2553611.68,0.15
002990.XSHE,48.1696,3.9134,3445113179.67,43476179.7,1.95
002991.XSHE,23.5452,4.0713,2056566783.61,94539994.06,5.97
002992.XSHE,-70.0858,17.258,2586592171.16,-38654830.9,-4.46
002993.XSHE,25.9628,2.2101,7793594155.46,135011086.85,2.84
002995.XSHE,-177.7265,4.0526,1285986651.22,2357724.86,0.23
002996.XSHE,114.6949,1.9881,7245598632.32,4668424.5,0.23
002997.XSHE,35.1795,4.3338,5182602253.72,68408031.31,4.37
002998.XSHE,19.248,1.6107,2387910862.45,43060060.22,2.53
002999.XSHE,34.3862,2.194,6697456196.7,-39882.24,0.45
003000.XSHE,32.8989,4.4332,1693339890.61,51174172.42,4.12
003001.XSHE,-26.526999999999997,1.9732,2007922088.31,3914326.11,0.58
003002.XSHE,15.9977,2.4221,1894230409.94,71966890.13,5.59
003003.XSHE,103.7898,1.6528,1580590761.6,10212603.42,0.9
003004.XSHE,199.3604,3.5738,1096863628.83,758121.4,0.11
003005.XSHE,159.6719,3.1006,1873204826.68,-752790.46,-0.03
003006.XSHE,26.7298,4.8923,1735356590.0,50659801.0,3.88
003007.XSHE,73.7031,4.4479,903707803.59,-6739386.67,-0.78
003008.XSHE,35.0056,2.1142,1124887977.58,15158223.16,1.45
003009.XSHE,94.6583,4.7493,2946117450.96,6649437.51,0.43
003010.XSHE,49.0403,2.3125,1281585518.26,11159751.69,1.04
003011.XSHE,10.0302,1.4102,2524897987.96,-39883221.74,-2.53
003012.XSHE,15.1843,1.2564,12557735226.6,245264122.67,3.23
003013.XSHE,15.3379,2.8921,5002987745.21,74435751.65,3.24
003015.XSHE,394.0533,3.3023,1301267002.19,1805653.31,0.18
003016.XSHE,30.1177,1.2362,3535042665.65,21129548.95,0.75
003017.XSHE,28.8533,2.0402,1591431883.53,16318921.47,1.62
003018.XSHE,25.5405,1.8819,1614265390.44,41409269.76,2.85
003019.XSHE,22.5557,2.3948,1886907944.3,43460749.59,2.86
003020.XSHE,21.36,2.801,2217150784.33,41701434.58,2.54
003021.XSHE,91.2848,5.2957,3655558377.74,55429494.25,1.84
003022.XSHE,49.6201,3.4527,16165551113.51,81377968.78,1.11
003023.XSHE,22.4635,1.4882,2042990596.01,-1316014.26,-0.12
003025.XSHE,33.0154,3.1636,1222056760.4,20132909.69,2.01
003026.XSHE,-145.1493,5.0982,1338111317.66,-3675398.32,-1.06
003027.XSHE,36.2857,1.4126,2768263545.97,-12195222.75,-0.68
003028.XSHE,25.2839,3.1937,2101992163.45,62478129.64,4.17
003029.XSHE,-69.4641,2.8851,1688422480.59,-46054001.99,-3.94
003030.XSHE,78.7359,2.5714,1866531485.53,17301802.99,1.49
003031.XSHE,208.2975,9.4453,4818678134.04,318710590.1,12.18
003032.XSHE,49.9043,3.997,1805096588.27,24745346.97,1.72
003033.XSHE,20.8572,2.5758,2122473071.9,32998366.16,2.94
003035.XSHE,38.4642,2.9431,17797385840.04,180186068.46,2.28
003036.XSHE,18.8702,1.9867,2877729987.24,47934418.55,3.6
003037.XSHE,79.1515,2.4189,6814882419.17,4713262.5,0.21
003038.XSHE,18.7386,2.4193,6845893115.9,83449924.86,4.09
003039.XSHE,38.6067,3.7186,4770975365.71,123107556.23,3.79
003040.XSHE,79.0818,5.9689,2113741283.2,8820423.64,0.59
003041.XSHE,16.162,1.8341,2098810404.72,49682358.6,3.87
003042.XSHE,-39.1276,1.6757,3694609985.16,-73778462.42,-4.56
003043.XSHE,39.388000000000005,3.9152,1512333314.42,21097969.31,1.9
003816.XSHE,14.4414,1.3964,413939184410.62,4396830104.67,2.47
300001.XSHE,54.5499,3.2654,22535635506.75,126943258.42,1.98
300002.XSHE,24.0634,3.2095,6364288062.93,154497375.72,2.98
300003.XSHE,17.4028,1.9039,25007876313.73,405218969.91,2.46
300004.XSHE,202.9613,1.733,1934899117.84,3622119.82,0.23
300005.XSHE,55.8935,2.7406,2773831993.73,26795183.41,1.17
300006.XSHE,-45.7542,1.8956,2891884789.22,-908336.19,-0.02
300007.XSHE,42.1133,2.3959,5760047871.89,48758754.83,1.62
300008.XSHE,47.0527,3.5878,4031680061.18,24618298.35,1.3
300009.XSHE,22.4472,4.8645,4591233321.82,262756976.98,7.63
300010.XSHE,-9.5666,-7.5657,2335537944.02,-46444829.88,6.23
300011.XSHE,-28.671999999999997,3.43,3454489442.94,1207089.76,0.14
300012.XSHE,24.3766,3.9318,8279865835.66,319411675.02,5.28
300014.XSHE,20.2281,2.5660000000000003,92573110454.86,1349106424.28,3.85
300015.XSHE,44.0731,7.8901,29914229615.33,1585487850.22,8.12
300016.XSHE,-83.2678,2.173,2871051249.22,-9170455.44,-0.44
300017.XSHE,43.3831,2.0385,11121010951.3,167184340.77,1.8
300018.XSHE,79.5649,2.4258,1382756205.12,17806425.69,1.41
300019.XSHE,20.9623,2.7617,2997445882.28,91239569.78,3.98
300021.XSHE,46.7449,2.2475,7184065619.44,15831229.77,0.6
300022.XSHE,181.0109,4.8139,1957565155.4,6879053.38,-0.41
300024.XSHE,107.8299,4.319,12307067430.16,-9867433.45,-0.15
300025.XSHE,-325.0628,7.1224,955661191.31,-4433881.01,-0.58
300026.XSHE,19.2134,1.4617,12378128152.26,162232456.48,1.89
300027.XSHE,-7.4118,7.3005,4881060075.94,-138742982.5,-12.73
300030.XSHE,-17.4506,3.0427,1472789408.82,-6006383.84,-0.92
300031.XSHE,-19.4459,2.1625,5599074108.24,-15312140.57,-0.52
300032.XSHE,162.0837,4.2317,2454530299.16,-27553194.78,-1.5
300033.XSHE,53.3968,12.5807,8548884810.39,311290253.19,4.75
300034.XSHE,44.4566,4.798,7126580275.89,115046956.06,2.51
300035.XSHE,-64.4894,1.6138,10617468160.46,56603592.8,1.46
300036.XSHE,-38.801,3.4262,4529542703.5,79865745.27,2.78
300037.XSHE,31.8494,4.114,16478751196.66,284656082.69,3.21
300039.XSHE,25.9243,1.8202,4402537389.72,60752638.97,1.58
300040.XSHE,34.2521,1.1775,7725791771.93,16603668.16,0.53
300041.XSHE,17.1338,2.0406,6141091849.83,72051161.1,2.53
300042.XSHE,-510.0213,6.1656,1335586016.93,-17480663.73,-1.45
300043.XSHE,-22.6359,2.3706,4552973237.61,134747384.64,7.1
300044.XSHE,-24.7942,5.4142,1814479051.49,-9268257.16,-0.81
300045.XSHE,-215.2172,9.3419,2342033968.77,19056312.22,1.1
300046.XSHE,148.1651,3.4472,1184123891.07,13912916.45,1.28
300047.XSHE,217.5853,1.6814,5956786751.93,12103939.27,0.11
300048.XSHE,-497.0363,3.0385,2824753318.29,-33588864.01,-1.76
300049.XSHE,103.9829,7.3877,2580753093.4,43564278.86,1.91
300050.XSHE,-6.9671,3.8372,984477692.92,-6407374.14,-1.05
300051.XSHE,-133.7378,13.7259,1867571167.82,-11848287.62,-2.14
300052.XSHE,-66.6877,7.8135,938345407.66,-7720006.64,-1.17
300053.XSHE,-33.6721,3.3419,3138799969.97,5048804.65,0.2
300054.XSHE,84.2395,5.1491,6519625466.1,102068809.69,1.83
300055.XSHE,275.5374,0.9613,7584535128.26,3045391.38,0.06
300056.XSHE,-23.8937,9.249,1316470203.25,-27089144.46,-5.8
300057.XSHE,98.9187,1.0214,9887762384.11,-16448380.78,-0.29
300058.XSHE,-9.314,2.3029,20724393796.71,2110857.2,0.04
300059.XSHE,27.4037,3.1601,230001893068.48,1984282064.61,2.85
300061.XSHE,-115.4935,3.1314,2085406643.55,-15047601.51,-1.22
300062.XSHE,79.5198,2.7472,2548187186.79,4717220.7,0.37
300063.XSHE,77.442,3.2624,3169040283.52,12268209.07,0.77
300065.XSHE,-9.351,3.7434,2496037489.22,1618827.12,0.11
300066.XSHE,20.7702,2.1999,3226732463.31,68246367.94,2.75
300067.XSHE,-181.859,1.4071,3104539442.6,662898.95,0.01
300068.XSHE,62.226000000000006,1.9624,19436248782.44,130114593.43,2.7
300069.XSHE,-65.2325,8.0296,361608157.02,1553231.44,0.79
300070.XSHE,16.695999999999998,0.6633,75707560562.73,397977071.28,1.39
300071.XSHE,-156.7746,12.4011,1264060671.04,-2652035.57,0.38
300072.XSHE,-9.8509,1.2231,13492876510.17,-186502209.6,-2.02
300073.XSHE,8.5157,1.5303,18919671219.01,565420089.58,4.58
300074.XSHE,-30.1697,2.3779,1539593976.89,3419264.03,-0.17
300075.XSHE,42.2633,2.6606,5006474597.57,42890113.35,1.05
300076.XSHE,-147.4527,2.3121,1070793352.9,-6051723.64,-0.61
300077.XSHE,-17.3613,4.6183,4077261297.82,-127194963.38,-8.37
300078.XSHE,-3.8101,3.8186,3374641240.17,-13996133.06,-1.14
300079.XSHE,114.0953,1.9136,4579191246.24,13737924.49,0.33
300080.XSHE,25.7824,1.7877,14571797973.65,19085503.45,0.25
300081.XSHE,-17.6433,4.0213,1859926274.61,-37216552.4,-1.98
300082.XSHE,-24.0765,1.5496,5932386403.71,-40477877.7,-1.41
300083.XSHE,176.0881,2.1959,8906580683.48,-43161596.97,-0.89
300084.XSHE,49.3245,2.8878,1967807565.18,39064619.59,3.74
300085.XSHE,-92.1695,13.7374,1271593831.06,-26888982.43,-3.59
300086.XSHE,-26.8369,2.0249,2087662073.63,-37856954.46,-2.79
300087.XSHE,38.5089,4.718,5796878090.09,-54766143.88,-1.7
300088.XSHE,40.8484,1.9814,14409535896.82,111255472.88,1.04
300091.XSHE,-10.5908,1.7193,6208946399.23,-57816464.51,-2.07
300092.XSHE,22.1562,2.4396,2382013169.69,45676713.67,3.1
300093.XSHE,-21.9685,-49.0858,3316482626.24,-78442765.21,65.58
300094.XSHE,-17.9924,1.8432,5218440182.97,-49161947.04,-1.68
300095.XSHE,90.2743,1.6312,3661354116.33,18893751.39,1.0
300097.XSHE,-93.2799,3.9915,1138481404.43,1599471.63,0.24
300098.XSHE,-26.5446,2.3093,5108559096.18,-17567361.1,-0.61
300099.XSHE,52.5858,2.0041,2593817069.77,22917895.75,1.12
300100.XSHE,48.0458,1.893,5526817976.04,33593780.08,1.51
300101.XSHE,55.8942,7.1935,2723761832.57,33882541.37,1.92
300102.XSHE,-57.9243,1.659,6397652670.71,20538596.74,0.51
300103.XSHE,-23.0356,2.8656,1696618821.9,-21853151.21,-2.24
300105.XSHE,102.8117,1.9299,2561374176.65,11657899.48,0.64
300106.XSHE,-88.9574,3.4647,1194492325.23,-18233089.1,-4.07
300107.XSHE,127.4058,2.0271,1627391821.02,2394461.14,0.16
300109.XSHE,13.8948,1.6821,3970861647.46,142340989.17,4.25
300110.XSHE,25.6253,1.8875,5171841347.28,56212807.52,2.1
300111.XSHE,103.1425,5.7506,1483340166.69,37367509.05,5.37
300112.XSHE,49.9774,2.9177,1773808192.89,6389440.65,0.4
300113.XSHE,-30.8933,4.9158,2402911741.96,102439656.54,4.92
300114.XSHE,265.4034,10.857999999999999,4083994257.22,-1491943.8,-0.07
300115.XSHE,102.021,2.7914,18343643951.5,151714978.78,2.36
300118.XSHE,13.6262,1.3192,52997846198.24,419679169.81,2.78
300119.XSHE,19.7283,1.7525,6218503041.23,101427050.96,2.21
300120.XSHE,130.3187,1.2708,5059460672.65,24894534.38,0.76
300121.XSHE,10.8052,1.2204,4381674708.82,49933444.59,1.65
300122.XSHE,17.3317,4.8943,49272167156.8,2270395867.74,7.87
300123.XSHE,-7.232,2.6998,6500095009.76,2584001.27,-0.07
300124.XSHE,37.109,7.5196,42887894133.15,1255217068.29,5.71
300126.XSHE,-627.8767,1.9855,1354891123.21,-251092.32,-0.02
300127.XSHE,32.1027,3.9473,1540530294.85,42683450.72,3.06
300128.XSHE,-17.6906,10.7755,3087287149.42,-49680124.96,-8.92
300129.XSHE,29.2266,2.3786,8325401160.17,116899945.14,2.8
300130.XSHE,45.3213,3.3853,4976563912.72,219689282.2,6.21
300131.XSHE,125.0315,3.9964,3716546301.8,6219522.83,0.42
300132.XSHE,-18.0869,2.0511,2340615236.93,-2356020.61,-0.17
300133.XSHE,26.0147,1.5874,10094685643.58,89928191.9,1.24
300134.XSHE,-3967.2872,1.7304,6505885481.6,-21219572.02,-0.54
300135.XSHE,-16.7888,2.9919,2495048438.71,4495526.13,0.53
300136.XSHE,40.4606,3.2366,12976136251.63,322919574.58,4.69
300137.XSHE,-23.9251,1.5403,2341271373.21,6584657.9,0.2
300138.XSHE,14.4366,2.0495,7429668380.17,101218701.13,2.89
300139.XSHE,-105.7292,2.6319999999999997,1213832829.55,5835312.34,0.28
300140.XSHE,-270.264,1.8978,30865841204.92,231210491.69,2.21
300141.XSHE,-653.3905,3.9952,992948336.92,600261.31,0.1
300142.XSHE,50.3424,3.9563,15591153946.03,134680268.51,1.03
300143.XSHE,-12.2471,4.9822,2210701340.01,21899876.83,1.72
300144.XSHE,35.867,3.1337,10087956036.61,503327864.19,6.1
300145.XSHE,29.4136,2.4373,8359916959.04,113272300.88,4.52
300146.XSHE,16.0466,2.3664,14394356233.55,363158878.67,2.94
300147.XSHE,-8.9486,1.5094,9186898928.62,-73500679.43,-3.49
300148.XSHE,-8.8851,3.0476,1476893118.52,-18890183.06,-1.57
300149.XSHE,-5.5732,1.6407,3411124263.73,-19504185.69,-0.83
300150.XSHE,-7.6626,1.8443,1999770286.45,3201495.15,0.25
300151.XSHE,164.2242,6.1982,2546260483.53,4879621.49,0.54
300152.XSHE,-17.1824,5.6214,855132702.77,-19112518.47,-5.01
300153.XSHE,83.2034,3.1046,1659402140.36,6719312.64,0.85
300154.XSHE,27.9972,1.962,2456093751.79,29393668.78,1.74
300155.XSHE,-76.7361,2.4439,1576726778.55,1600842.31,0.18
300157.XSHE,-31.4742,-78.9097,2034798132.59,-19184199.63,-13.36
300158.XSHE,-90.1795,1.3282,6140744839.96,-16343393.84,-0.29
300159.XSHE,-107.1378,59.3909,3373463478.85,-13790014.14,-14.07
300160.XSHE,22.5355,1.9359,2868772173.31,54419131.22,2.34
300161.XSHE,192.3948,4.4315,4222762279.08,-3768359.51,0.09
300162.XSHE,-136.7205,5.1988,1361776534.36,-6061689.46,-1.11
300164.XSHE,29.0633,2.0581,1864615063.6,26452901.02,1.88
300165.XSHE,-42.5123,2.2053,3654516311.69,-20152562.45,-1.23
300166.XSHE,-30.1661,1.6384,8097119229.02,42044190.08,0.64
300168.XSHE,-39.8347,4.2371,7202615341.76,-240118045.37,-8.0
300169.XSHE,-12.5259,9.8622,1309074859.31,-14236785.57,-5.81
300170.XSHE,229.0001,1.6605,5994093216.46,11496243.81,0.19
300171.XSHE,16.5793,1.7454,13119703791.35,166275715.73,2.03
300172.XSHE,42.299,1.9689,2939141164.82,18579672.6,1.1
300173.XSHE,-13.2132,4.1403,4630362069.54,22600206.23,2.51
300174.XSHE,25.0301,1.9177,3951302905.12,74256098.6,2.06
300175.XSHE,-97.7196,5.2722,677197418.46,3971425.71,0.71
300176.XSHE,1487.5765,2.9341,2207802148.06,11454709.93,1.29
300177.XSHE,-40.2775,2.5741,3765016003.87,-22395836.95,-0.86
300179.XSHE,32.2076,3.6851,1622881526.59,25579708.64,2.53
300180.XSHE,-19.1841,1.6457,7924654236.08,-12049885.01,-0.26
