code,pe_ratio,pb_ratio,total_assets,net_profit,roe
301069.XSHE,50.2446,6.0427,1797987102.57,30415913.07,2.07
301070.XSHE,86.8078,3.4886,1061341689.63,21514293.09,2.71
301071.XSHE,22.523000000000003,1.5878,6584778173.84,90679599.0,1.72
301072.XSHE,69.9941,3.2388,1130503049.23,5509751.65,0.77
301073.XSHE,158.7652,4.5421,2428288386.79,7630630.29,0.4
301075.XSHE,123.1513,2.7401,1082399705.85,4246481.04,0.64
301076.XSHE,43.3669,4.1686,1214537078.26,18291041.1,1.69
301077.XSHE,25.7519,2.0327,2054727863.33,22206104.21,1.87
301078.XSHE,104.4012,2.9298,9768689956.91,59062175.66,1.52
301079.XSHE,52.4056,3.8923,822875655.54,3301538.38,0.68
301080.XSHE,42.5726,2.7335,2793150260.41,33376776.88,1.42
301081.XSHE,39.0897,2.3756,1536079837.76,12295627.61,1.25
301082.XSHE,41.1138,2.6822,3044043153.76,17491951.3,1.61
301083.XSHE,66.5094,3.9196,974893939.4,14457917.04,1.81
301085.XSHE,56.233999999999995,5.8133,1686874611.8,35123714.13,4.11
301086.XSHE,28.9218,2.1763,2470135499.41,43127657.22,2.29
301087.XSHE,21.081999999999997,1.6218,6176664110.49,42644647.37,0.88
301088.XSHE,29.2361,1.3626,2623101034.55,7126201.8,0.28
301089.XSHE,13.9414,4.0881,1861731324.57,3657889.4,0.22
301090.XSHE,27.8476,2.2324,10208328463.31,122819695.17,1.72
301091.XSHE,41.8474,3.377,3013537406.68,39033189.99,1.87
301092.XSHE,32.1814,1.974,1932783440.27,33183339.25,1.87
301093.XSHE,41.2198,1.7866,2642006365.13,29274153.75,1.2
301095.XSHE,107.1164,4.7165,3427356204.91,28193521.86,0.89
301096.XSHE,28.3141,2.7269,3406099344.09,82026829.33,3.19
301097.XSHE,52.2573,2.4495,1710767713.56,9208288.4,0.7
301098.XSHE,30.1045,1.6484,3173810589.2,-230653.35,-0.27
301099.XSHE,45.6692,4.0782,2314689832.75,25097622.1,2.38
301100.XSHE,57.873999999999995,1.8940000000000001,2564814086.08,1241634.6,0.06
301101.XSHE,49.2206,5.437,1752096715.51,46360694.83,2.76
301102.XSHE,30.4856,1.8545,4276723385.41,51613595.3,1.74
301103.XSHE,70.8355,2.2395,2587027156.48,19477800.73,1.0
301105.XSHE,-475.4166,2.1711,982577049.69,-791028.09,-0.08
301106.XSHE,38.6308,2.6395,1343797606.36,18765921.83,1.66
301107.XSHE,35.9404,2.5629,1132269379.63,16646588.82,1.88
301108.XSHE,26.56,1.5224,2118914217.24,27970136.67,1.56
301109.XSHE,11.9701,1.287,9596961876.57,203505791.84,3.23
301110.XSHE,49.3702,1.9247,1531961497.69,-17313164.88,-1.04
301111.XSHE,119.81700000000001,5.0825,837025177.21,5493415.42,0.74
301112.XSHE,55.3683,2.7099,1630628612.23,7162595.9,0.61
301113.XSHE,82.8092,3.1035,770189617.91,17128905.68,2.38
301115.XSHE,30.4474,1.2508,3518406270.32,31219192.52,1.15
301116.XSHE,71.6131,2.9955,5074322881.79,-96562214.45,-4.28
301117.XSHE,87.6593,3.7422,1416615291.9,4633624.57,0.36
301118.XSHE,109.1531,1.8454,2299627599.85,-25273419.71,-1.75
301119.XSHE,26.7315,2.8832,1175810564.17,30518758.73,3.32
301120.XSHE,49.7765,2.6805,1684957060.57,12137894.17,0.8
301121.XSHE,-188.5007,1.8148,2442334493.27,6526239.71,0.4
301122.XSHE,34.374,2.3167,1906520429.08,41382498.18,2.34
301123.XSHE,94.5104,1.8312,3672448160.16,1126055.06,0.03
301125.XSHE,50.1785,3.1747,1035445857.9,4723741.34,0.9
301126.XSHE,121.9623,1.5455,5456171011.06,5672254.52,0.32
301127.XSHE,17.5222,2.0207,5070153498.12,92937313.22,3.94
301128.XSHE,86.6844,4.1913,1084159173.94,28765821.52,3.14
301129.XSHE,20.5019,2.209,1835216165.66,5778570.4,0.36
301130.XSHE,45.1489,2.3138,1029265543.5,10970738.79,1.13
301131.XSHE,52.6319,3.0071,1617405724.88,12588652.05,1.71
301132.XSHE,38.7542,2.5229,2261075165.39,39078889.72,2.36
301133.XSHE,43.3556,3.2846,1192359191.46,20874672.13,2.39
301135.XSHE,65.7448,1.9807,1806433312.9,8571274.84,0.67
301136.XSHE,95.5065,2.3768,2116115316.91,4450874.27,0.29
301137.XSHE,52.4097,2.5303,2095831900.49,10383204.24,0.79
301138.XSHE,45.0792,3.3193,1527104198.41,18228749.21,1.58
301139.XSHE,35.3851,2.1663,2706043675.39,23430937.59,1.24
301141.XSHE,83.0272,3.2773,1418999815.93,11864379.84,0.95
301148.XSHE,28.5523,1.4706,2133705566.55,20766937.79,1.27
301149.XSHE,26.4344,3.0013,2548530560.28,95464615.84,5.54
301150.XSHE,33.0535,1.1772,5117133816.63,-8898620.94,-0.24
301151.XSHE,43.0788,1.7151,2721653848.98,26973654.21,1.34
301152.XSHE,-32.5037,1.9037,4175260193.84,-48335845.75,-2.02
301153.XSHE,47.5283,9.0919,2115288326.57,81664945.04,5.06
301155.XSHE,436.6788,2.2905,7737916638.73,-69886568.51,-1.24
301156.XSHE,32.1624,2.6962,840710249.99,24683267.02,3.2
301157.XSHE,58.4035,2.465,1217317280.94,6989894.76,0.67
301158.XSHE,29.2369,1.8829,1563980231.69,17361855.57,1.36
301159.XSHE,-92.8659,4.4924,992647828.72,-1955593.9,-0.2
301160.XSHE,17.5593,2.3119,1668298360.14,56856997.13,4.26
301161.XSHE,71.0109,2.6185,1014203000.59,4813851.84,0.52
301162.XSHE,62.5044,4.9805,1274086201.16,17893193.02,1.83
301163.XSHE,43.6994,2.0096,1346416302.78,7645382.87,0.7
301165.XSHE,68.5897,5.1825,7998352971.02,139006701.17,3.41
301166.XSHE,49.1363,1.5683,2345893615.45,5760386.26,0.27
301167.XSHE,29.7087,2.0595,1331903884.28,15930314.7,1.55
301168.XSHE,33.2561,2.6504,3356757341.05,60837553.99,2.96
301169.XSHE,-189.8774,6.0519,823679344.99,-10124461.89,-1.59
301170.XSHE,29.6801,1.8976,1809327928.39,24351596.86,1.53
301171.XSHE,48.4558,2.7683,4713956880.76,59802877.9,1.83
301172.XSHE,64.4762,3.3515,1774728305.7,13105472.76,1.32
301175.XSHE,30.063000000000002,2.1979,6504619984.66,78695245.42,2.05
301176.XSHE,-176.2531,1.7355,2423205211.65,-3992114.42,-0.24
301177.XSHE,382.1668,1.8209,7666161998.48,20731956.9,0.32
301178.XSHE,75.3594,2.6709,1040916328.65,-6010772.52,-0.6
301179.XSHE,25.2695,2.7009,3273690463.86,24655693.54,1.16
301180.XSHE,150.2086,5.437,1638028831.88,9380998.15,0.7
301181.XSHE,22.8157,2.4103,1520790419.87,40775334.74,3.02
301182.XSHE,-68.9374,2.4011,1195717494.12,-14691608.54,-1.34
301183.XSHE,-163.0983,4.206,1061498068.97,-6332948.93,-0.77
301185.XSHE,50.1676,3.1096,1033607713.15,3508640.41,0.35
301186.XSHE,27.4178,2.3985,2012137073.43,33294104.37,2.56
301187.XSHE,23.9884,2.5409,2220677319.22,58638452.7,3.99
301188.XSHE,49.6883,2.8905,2097480823.19,13481457.37,0.91
301189.XSHE,343.3901,1.455,2537875841.08,-874408.13,-0.02
301190.XSHE,325.084,2.0167,2374730269.81,-64189854.92,-3.13
301191.XSHE,40.0253,3.8796,2297862116.04,30816957.92,1.9
301192.XSHE,63.603,3.9694,839506247.06,10142799.31,1.78
301193.XSHE,33.3715,2.1128,2977105253.09,16278248.9,1.17
301195.XSHE,24.0034,2.3944,2553267090.02,63576207.77,2.9
301196.XSHE,27.3921,1.4222,3587922441.51,54705778.47,1.7
301197.XSHE,52.5858,1.7349,1593141500.68,4119691.04,0.33
301198.XSHE,41.1026,2.1453,1253824870.32,10997515.4,1.16
301199.XSHE,100.21,1.9853,3372357978.73,12816783.01,0.73
301200.XSHE,81.8065,3.1438,6134307204.19,64939564.35,1.28
301201.XSHE,52.0273,1.7508,2391446657.0,31860653.46,1.43
301202.XSHE,63.1916,3.5934,1526271364.09,12401328.58,1.02
301203.XSHE,20.4585,2.2069,1489717734.0,33679917.58,2.3
301205.XSHE,296.7021,9.5943,1653430271.24,-7919347.32,-0.56
301206.XSHE,107.8003,1.2925,4755601460.68,8355862.63,0.19
301207.XSHE,25.8755,2.7672,7807869406.53,521495097.44,9.05
301208.XSHE,26.2651,2.7604,1915105792.12,28513374.95,2.04
301209.XSHE,54.8338,2.9481,780074027.5,6606937.42,0.98
301210.XSHE,46.7279,2.0752,2256762755.16,18142230.82,0.79
301211.XSHE,32.6782,2.6922,2498883170.39,31476110.61,1.36
301212.XSHE,27.073,2.1747,1667071220.18,9807229.1,0.63
301213.XSHE,280.143,4.0018,882333499.48,3006126.29,0.37
301215.XSHE,50.6379,2.937,3311547264.77,46854865.49,1.7
301216.XSHE,13.1491,1.2571,13126961015.87,130491761.43,2.28
301217.XSHE,228.0097,1.7652,6722463264.9,-22351211.25,-0.4
301218.XSHE,103.095,4.0595,1342177323.23,401515.5,0.16
301219.XSHE,124.277,1.3647,9653311333.24,159817090.4,1.9
301220.XSHE,26.2887,1.7155,1808377210.72,22483949.28,1.46
301221.XSHE,145.3536,2.6429,2301201871.58,-7263832.36,-0.34
301222.XSHE,24.1714,2.3208,1363734033.91,35832693.52,2.8
301223.XSHE,16.2508,1.2467,3824513905.85,58652636.93,2.11
301225.XSHE,35.3652,2.6525,1709537600.22,26702058.44,1.93
301226.XSHE,45.5689,2.7478,1046865487.45,10596211.67,1.18
301227.XSHE,18.0972,1.415,2265367692.13,77398034.93,4.36
301228.XSHE,-35.2664,2.3506,1197229137.02,-23105688.99,-2.74
301229.XSHE,37.3537,3.2188,1642850965.26,21701183.21,2.49
301230.XSHE,51.4153,3.4222,1483196284.44,13045824.96,1.17
301231.XSHE,148.7505,2.3307,969492644.55,1871467.49,0.2
301232.XSHE,30.0135,1.6906,2893527682.79,11647499.78,0.64
301233.XSHE,39.3767,2.6334,975451286.31,18396514.25,2.14
301234.XSHE,30.3153,3.0988,845552889.55,17848470.34,2.43
301235.XSHE,25.4738,1.5602,2816646211.15,36690226.04,2.15
301236.XSHE,67.3878,4.2565,14469282884.63,139873747.63,1.46
301237.XSHE,91.2141,1.6929,1599065333.67,6326451.31,0.44
301238.XSHE,24.5232,1.8122,10765095140.85,141728272.74,1.82
301239.XSHE,52.7764,5.4297,4856224774.5,85365580.15,3.53
301246.XSHE,65.5225,2.3782,5560244207.06,31276739.34,0.72
301248.XSHE,283.1198,1.7002,2236442580.66,-17643048.11,-1.1
301251.XSHE,47.7008,3.4031,1957618764.35,25340322.95,2.61
301252.XSHE,28.2885,2.9296,1628208378.71,24711306.56,2.22
301255.XSHE,52.7049,4.4636,1256952471.96,21473783.33,2.12
301256.XSHE,26.2013,2.3009,2577218842.43,25456577.6,1.49
301257.XSHE,28.7453,3.7297,1302617121.18,38968565.19,3.82
301258.XSHE,18.8094,1.5248,2113709354.06,10808070.44,0.56
301259.XSHE,98.5402,2.8854,1470294852.64,-6067271.86,-0.66
301260.XSHE,-76.6969,1.7756,8767066232.03,-120953056.02,-2.49
301261.XSHE,41.0131,3.1544,1998154901.44,21755575.71,2.01
301262.XSHE,32.9484,3.5498,4107310370.58,89932414.83,2.49
301263.XSHE,36.71,3.7964,2111527680.16,30131276.0,1.81
301265.XSHE,32.2039,1.5201,2254565768.04,19254265.67,0.95
301266.XSHE,40.4045,3.8843,3176542397.99,44752013.08,2.9
301267.XSHE,40.14,4.8742,7321533879.19,204173912.25,3.74
301268.XSHE,25.1538,5.0314,5710064925.39,97152520.23,3.98
301269.XSHE,235.4686,12.1014,5332803465.61,87591971.76,1.86
301270.XSHE,80.6084,3.6796,1128147334.41,8892682.34,0.99
301272.XSHE,36.1219,3.2586,1136440053.15,25611877.69,4.04
301273.XSHE,95.315,1.9864,1262018602.14,2420953.45,0.32
301276.XSHE,13.9158,1.3467,2412480300.68,31014433.84,1.6
301277.XSHE,23.1662,2.9219,1592738026.22,42453207.04,3.06
301278.XSHE,27.3149,4.2469,1654808934.98,58930092.52,5.3
301279.XSHE,34.9442,1.8828,1621837610.66,14513125.54,1.12
301280.XSHE,29.5419,2.3661,2130904370.86,36583997.28,1.95
301281.XSHE,41.433,2.7903,1451888670.0,15350384.64,1.17
301282.XSHE,51.4838,2.293,2587720742.75,1974151.73,0.12
301283.XSHE,27.7235,1.8034,1677915568.71,36944264.87,2.53
301285.XSHE,104.9833,3.1097,1705213269.58,20235783.16,1.92
301286.XSHE,69.7444,6.9374,1978184570.62,54995694.95,3.34
301287.XSHE,24.1948,2.2412,1338093755.93,10971270.33,1.03
301288.XSHE,117.7325,2.4492,921291727.91,194233.38,0.02
301289.XSHE,56.9308,4.6819999999999995,1193154826.52,14050076.29,1.53
301290.XSHE,28.509,1.2491,2368395851.4,21764749.3,0.97
301291.XSHE,21.3259,2.1809,7735725171.17,156221463.42,3.92
301292.XSHE,217.8504,1.3712,6421047934.4,4088451.96,0.29
301293.XSHE,125.3696,4.2551,2990683142.07,30408088.64,1.24
301295.XSHE,44.1981,2.4869,1179167182.21,11611037.47,1.22
301296.XSHE,27.1785,1.7325,3296431871.53,32336364.14,1.31
301297.XSHE,102.7437,6.5081,1656101778.16,24798974.77,1.79
301298.XSHE,40.760999999999996,2.8471,1087917089.14,16983407.21,1.96
301299.XSHE,81.6629,5.3637,955385058.56,11906090.27,1.78
301300.XSHE,54.25899999999999,2.4325,980909976.11,10427173.35,1.26
301301.XSHE,25.9552,2.8069,10042128190.04,249280921.86,3.82
301302.XSHE,38.4642,1.6902,2536966361.75,16312136.65,0.7
301303.XSHE,21.1878,1.9443,3539581764.23,79458553.7,2.66
301305.XSHE,25.9579,1.3041,5853074489.33,55078698.29,1.56
301306.XSHE,1400.3438,2.7679,1482891924.71,-8899885.44,-0.8
301307.XSHE,30.4636,2.2359,5508841831.73,19220107.37,0.59
301308.XSHE,-37.2828,6.4191,10803945162.73,-286876879.97,-4.76
301309.XSHE,30.0105,1.9855,1724070805.87,27424190.53,1.97
301310.XSHE,28.4486,2.0994,3737589233.39,45888179.42,2.06
301311.XSHE,63.5895,3.2103,4426951916.25,16646052.46,0.92
301312.XSHE,87.8693,5.9435,1259513673.05,18479439.24,1.63
301313.XSHE,-126.1805,3.6601,1360485576.18,-7908642.06,-0.71
301314.XSHE,52.8585,2.3421,1141083154.37,7970609.04,0.66
301315.XSHE,83.0292,4.7574,1069178430.5,9425446.54,0.97
301316.XSHE,116.73200000000001,9.4544,1436838948.42,14992526.72,1.49
301317.XSHE,56.236999999999995,2.8301,1886229327.03,5546892.88,0.51
301318.XSHE,37.8509,2.1054,1864962416.3,32412797.89,1.87
301319.XSHE,35.3986,3.0864,1239051331.0,25345692.91,2.31
301320.XSHE,47.5808,3.2539,1403600872.93,14393935.36,1.38
301321.XSHE,-408.9345,2.5931,4726234197.93,-1086726.17,-0.18
301322.XSHE,17.034000000000002,1.5157,3009291382.65,66856978.55,2.34
301323.XSHE,29.4671,1.9766,2115000541.13,44489514.72,2.26
301325.XSHE,29.2615,3.2043,3449172949.1,92099544.45,3.22
301326.XSHE,-284.7089,2.1275,1640329778.99,-6465274.77,-0.45
301327.XSHE,-316.3982,1.5481,7358462268.93,-10976028.87,-0.18
301328.XSHE,40.8609,2.8361,2027657561.05,27381525.38,1.42
301329.XSHE,52.1433,2.5111,1774480515.45,15407202.69,1.38
301330.XSHE,32.774,2.0219,3800739623.17,54876680.22,1.58
301331.XSHE,31.8944,2.6142,1318430401.27,8972948.19,0.81
301332.XSHE,29.3532,2.0291,4421640051.19,31921939.93,1.17
301333.XSHE,39.7808,3.6434,2012914514.24,39888248.48,2.38
301335.XSHE,31.3909,1.409,2637942493.74,21597792.58,1.14
301336.XSHE,68.3721,2.2099,858288996.27,5625342.45,0.72
301337.XSHE,56.4221,2.8306,1258957859.74,10306379.03,0.91
301338.XSHE,62.3164,3.1128,2014581418.14,7245134.52,0.49
301339.XSHE,41.1903,3.2266,5279255254.31,54059066.6,2.26
301345.XSHE,24.2635,2.3248,3873077794.34,69995448.75,2.48
301348.XSHE,143.222,5.9551,1934696389.29,8322496.36,0.72
301349.XSHE,60.0315,1.7231,3077755799.93,32718107.93,1.08
301353.XSHE,35.4895,1.949,1403069158.56,14126887.1,1.15
301355.XSHE,36.007,1.9621,1980937327.98,22232270.18,1.47
301356.XSHE,-57.8477,1.2224,3343519931.33,-16135063.53,-0.5
301357.XSHE,207.5382,3.023,1259805463.64,-8108642.3,-0.71
301358.XSHE,10.574000000000002,2.2866,27214179211.53,303265498.11,2.73
301359.XSHE,61.0533,2.7087,884474511.49,12246886.83,1.46
301360.XSHE,115.5051,4.5009,1384946400.16,7516497.29,0.68
301361.XSHE,38.775999999999996,2.6092,1108178946.75,18769641.29,1.78
301362.XSHE,17.6288,1.6336,2976341544.68,68120780.53,3.62
301363.XSHE,39.8763,4.7284,3482820228.35,59152950.87,1.88
301365.XSHE,35.9492,1.5536,1949560581.57,7962242.6,0.46
301366.XSHE,43.9068,2.3271,2490301131.36,21091490.46,0.99
301367.XSHE,20.448,2.8041,2907103082.84,27491131.34,0.97
301368.XSHE,176.8762,5.8015,1201819198.03,9402114.98,0.97
301369.XSHE,105.5531,2.7748,1569128281.74,-4594476.87,-0.32
301370.XSHE,63.2552,3.1876,7459775762.87,29049414.45,1.28
301371.XSHE,20.8019,2.8368,5657825512.62,182728827.52,4.29
301372.XSHE,49.4768,3.2003,1615112539.52,-7215534.69,-1.13
301373.XSHE,28.6489,2.1991,1561881161.55,35105397.66,2.4
301376.XSHE,26.299,3.2079,5072999672.02,100531738.7,3.41
301377.XSHE,43.4371,4.1638,3061228977.68,63491249.86,2.76
301378.XSHE,66.833,2.447,1565932129.37,-4226819.88,-0.38
301379.XSHE,26.8935,2.3487,1752006641.07,25172461.22,1.99
301380.XSHE,76.3213,4.466,1179475566.58,22514178.1,2.4
301381.XSHE,48.3511,5.0489999999999995,3604297060.36,72199715.9,3.61
301382.XSHE,44.3458,3.7002,2012918507.14,26390711.54,1.68
301383.XSHE,50.3486,4.111000000000001,2532011452.64,55821919.19,3.09
301386.XSHE,38.8858,2.3032,1772307868.95,32335994.82,2.11
301387.XSHE,47.5015,3.1365,2033294734.55,34389816.23,2.09
301388.XSHE,51.5315,2.5443,1250595252.04,8952576.87,0.84
301389.XSHE,47.0212,2.4443,2282502496.1,26983693.16,1.23
301390.XSHE,33.4932,2.8429,1101385277.0,11549794.34,1.27
301391.XSHE,47.4216,3.6357,2726298367.89,39607600.86,1.87
301393.XSHE,61.6583,2.9577,2274856522.25,20162249.25,1.48
301395.XSHE,50.3803,1.6733,1934060695.25,3194300.41,0.2
301396.XSHE,95.3556,2.9548,1933689663.56,1326777.62,0.11
301397.XSHE,27.5913,2.3595,2167370649.15,33446212.79,1.76
301398.XSHE,56.1548,3.8228,1096483109.04,19342785.98,1.87
301399.XSHE,29.9262,2.6306,1466105501.5,33197488.07,2.56
301408.XSHE,35.3514,3.3284,4427479863.47,30628822.67,1.57
301413.XSHE,66.0641,9.6008,1569071664.4,20395169.44,3.55
301418.XSHE,37.5171,2.3695,1725596825.44,25560648.26,2.21
301419.XSHE,44.3589,3.8937,1078494770.59,17417966.97,1.89
301421.XSHE,126.8923,6.1576,1372183817.86,7555887.57,1.02
301428.XSHE,44.4945,3.1367,1840127621.9,17126073.27,1.43
301429.XSHE,43.1742,1.8139,1462723132.22,6036671.01,0.69
301439.XSHE,31.3429,2.0716,3655173527.95,58203665.31,2.13
301446.XSHE,16.168,2.3465,1330504256.39,23939751.72,3.02
301448.XSHE,54.9132,4.522,778846254.31,12738711.46,2.0
301456.XSHE,41.7746,2.2512,2168049051.74,18058740.13,1.3
301459.XSHE,25.2898,7.7525,880052428.7,35456558.13,7.68
301468.XSHE,31.6077,1.7573,2490518072.3,13855645.42,0.88
301469.XSHE,36.9249,2.2430000000000003,1621236296.08,28146110.59,2.87
301486.XSHE,78.5992,2.4676,2697377345.56,14993844.34,0.89
301487.XSHE,294.9871,9.7678,3965431439.18,18208774.33,1.01
301488.XSHE,60.8027,5.2997,1775449078.31,23548177.94,1.93
301489.XSHE,69.4747,9.7611,802870493.62,13577200.96,3.12
301498.XSHE,43.702,4.4957,4015537756.0,108128905.23,3.94
301499.XSHE,68.361,3.3517,1573632817.67,11896389.24,1.31
301500.XSHE,49.1032,1.9849,10602143067.09,47145816.17,1.22
301503.XSHE,39.6524,2.7583,1283664298.23,14792893.75,2.17
301505.XSHE,40.8256,3.3751,1253768632.59,1653515.76,0.24
301507.XSHE,68.5591,4.0047,1638902548.7,11619921.25,1.09
301508.XSHE,59.2623,7.874,1514515529.74,36114106.97,3.64
301509.XSHE,35.6153,2.533,2420497043.35,34310873.56,2.18
301510.XSHE,349.7707,11.6616,1339091879.95,8804433.14,0.88
301511.XSHE,52.3228,2.4838,14520156053.18,19038342.13,0.57
301512.XSHE,42.5853,3.7525,1383660749.43,41746787.52,5.5
301515.XSHE,33.9388,2.2294,1901910947.11,-4496245.51,-0.48
301516.XSHE,76.4063,5.6941,1580007655.89,15919423.21,1.53
301517.XSHE,80.2784,9.0984,1839897816.17,15741222.81,2.44
301518.XSHE,32.562,2.3282,1690389932.99,35056122.25,3.58
301519.XSHE,33.5938,2.2581,2758617021.57,19122251.03,1.66
301520.XSHE,34.4165,2.5723,1518196536.6,23490906.05,2.58
301525.XSHE,32.032,2.5916,3985422525.48,85923616.86,4.32
301526.XSHE,34.569,3.1041,20622564459.55,116131905.26,1.64
301528.XSHE,53.9737,3.1928,1473938453.33,14028504.97,1.55
301529.XSHE,40.554,2.8202,1758860923.94,19534040.95,2.37
301533.XSHE,41.6291,3.0976,1270389247.44,18378391.74,2.41
301548.XSHE,33.0014,2.5941,1616617830.82,30753524.03,3.24
301550.XSHE,37.3726,3.2943,1933374867.22,40968759.03,3.84
301555.XSHE,56.7669,6.4336,1742845357.06,15492755.53,2.61
301558.XSHE,82.6215,8.4335,1547347499.2,25804559.99,2.6
301559.XSHE,17.8115,2.2407,6391187521.69,128538828.48,3.23
301566.XSHE,105.1761,14.770999999999999,1065451936.88,15400705.99,1.98
301568.XSHE,45.1737,10.2508,531103945.11,26419937.93,5.92
301578.XSHE,39.594,10.0521,682359038.89,23143164.54,6.49
600000.XSHG,5.0216,0.3222,8808320000000.0,4977000000.0,0.68
600004.XSHG,-136.1973,1.3253,26765302213.71,121052005.0,0.67
600006.XSHG,51.4373,1.4163,18491371348.7,-48008712.6,-0.58
600007.XSHG,15.6275,2.0672,12708851138.0,348750547.0,3.76
600008.XSHG,16.7475,1.0383,107272203375.18,648629390.61,1.81
600009.XSHG,-206.2122,2.0340000000000003,68905312107.22,433554716.58,0.91
600010.XSHG,135.0092,1.2509,153551790302.43,-25238355.98,0.12
600011.XSHG,13.2556,2.0923,521673674193.0,6836016552.0,4.65
600012.XSHG,11.2653,1.4803,21958066789.64,528516998.38,4.23
600015.XSHG,3.4515,0.3315,4104889000000.0,5975000000.0,1.9
600016.XSHG,4.6694,0.3112,7522077000000.0,9865000000.0,1.59
600017.XSHG,15.5012,0.6332,37817591364.06,198385025.2,1.26
600018.XSHG,8.7533,0.9463,194019584401.18,4265334918.47,3.41
600019.XSHG,11.8455,0.6607,378313940392.18,4438741734.55,1.92
600020.XSHG,12.7481,0.7434,49790571178.75,290531028.29,1.97
600021.XSHG,15.3269,1.2947,168987958207.0,1235111081.96,2.87
600022.XSHG,-115.6752,0.6912,67118579751.31,12121304.07,-0.42
600023.XSHG,16.7915,0.9181,147090465319.08,4082078419.78,4.85
600025.XSHG,21.7765,2.9027,190331150539.75,3881535910.94,5.37
600026.XSHG,12.8866,1.6751,72339219200.5,1007475042.12,2.62
600027.XSHG,23.2477,1.3230000000000002,221377523000.0,2230999000.0,2.7
600028.XSHG,10.7374,0.8335,2084435000000.0,21278000000.0,2.24
600029.XSHG,-7.5772,2.4667,306201000000.0,5249000000.0,10.43
600030.XSHG,14.2647,1.2139,1412821215130.52,5316417990.57,1.96
600031.XSHG,24.7408,1.7233,154307992000.0,651301000.0,0.96
600032.XSHG,41.2773,1.6073,51411315861.1,402764059.06,2.16
600033.XSHG,9.421,0.7673,16603125843.67,338571560.57,2.41
600035.XSHG,6.8893,0.7632,18853910932.19,223798945.06,2.77
600036.XSHG,4.8394,0.7868,10668009000000.0,38533000000.0,3.83
600037.XSHG,-139.5668,0.833,15912694222.76,22013548.38,0.17
600038.XSHG,35.9769,2.2902,31259350367.33,162487614.93,1.69
600039.XSHG,5.6344,1.4685,230839713941.28,2096194760.32,4.85
600048.XSHG,6.3986,0.6068,1438217697691.18,1849463750.67,0.54
600050.XSHG,17.3147,0.8649,665846210462.0,4856611261.0,1.33
600051.XSHG,25.7703,0.6859999999999999,5970009837.29,-3931825.74,0.28
600052.XSHG,-23.7382,1.4259,3462543786.02,3949826.47,0.17
600053.XSHG,74.3643,2.131,3428321129.81,-47554062.13,-1.64
600054.XSHG,23.6408,1.7709,5677414575.26,224360573.41,4.75
600055.XSHG,62.4042,2.5836,5276251989.53,44181071.88,0.95
600056.XSHG,29.6731,1.4932,38186204975.9,106909452.64,0.45
600057.XSHG,9.4386,1.0383,126691819651.83,472756380.82,1.45
600058.XSHG,63.0519,2.0451,29750970275.64,-32129497.24,-0.26
600059.XSHG,41.4262,1.5264,6404851525.41,43650902.28,0.78
600060.XSHG,12.3998,1.4756,42790615418.52,734179613.99,3.25
600061.XSHG,13.4162,0.8654,323790885392.95,931668341.57,1.4
600062.XSHG,15.3153,1.7830000000000001,15047462696.6,287932037.29,2.82
600063.XSHG,19.2999,1.1779,14800764532.2,58984545.7,0.76
600064.XSHG,4.7908,0.5946,37082093747.86,512619697.22,2.95
600066.XSHG,17.473,2.2038,30775534659.38,583630820.22,4.44
600067.XSHG,-35.9926,0.5064,24275495537.19,-70249270.91,-1.07
600071.XSHG,-316.8115,13.2347,1971741497.72,-14717061.14,-3.01
600072.XSHG,8376.5197,2.5482,48546661157.09,61144965.33,1.12
600073.XSHG,15.7065,1.2869,14433310547.06,-86611067.55,-0.32
600075.XSHG,-7.4963,0.8212,21570868320.83,-193205973.49,-2.05
600076.XSHG,-18.8626,0.79,7103926518.64,-42697120.63,-0.95
600079.XSHG,20.0096,2.4241,36708424642.9,592463233.01,2.7
600080.XSHG,553.9159999999999,1.6483,2058831041.9,347660.3,0.02
600081.XSHG,69.5179,1.4592,10399096064.98,71208299.83,0.66
600082.XSHG,215.4737,1.2944,2963505573.63,-17782841.75,-1.03
600084.XSHG,-10.1888,6.8718,1381446024.46,1867642.74,0.11
600085.XSHG,40.6079,5.752999999999999,29512237252.72,615001720.48,3.21
600088.XSHG,16.3545,3.8764,1803027544.02,2779050.3,0.28
600089.XSHG,4.9171,1.1719,196269224966.66,2317862352.6,3.12
600094.XSHG,9.5238,0.5731,27461354969.92,359587754.01,2.83
600095.XSHG,-340.4208,1.8029,35560750628.83,12445402.76,0.11
600096.XSHG,6.2272,1.5782,56414874036.6,1123522260.85,5.79
600097.XSHG,32.8657,1.2243,3387907934.47,44648087.75,2.08
600098.XSHG,11.3095,0.7466,67993071066.16,518268008.28,1.65
600099.XSHG,176.40599999999998,4.4135,876724119.31,1946157.65,0.38
600100.XSHG,-43.2349,1.6982,56151776130.49,-705868193.25,-4.86
600101.XSHG,18.1305,1.2559,4102603374.22,82684545.33,2.97
600103.XSHG,44.9649,1.4335,5819008081.44,16988463.2,0.35
600104.XSHG,10.6266,0.5529,952348698797.05,6504227760.24,1.52
600105.XSHG,33.5944,2.5721,8213066027.91,50881137.66,1.53
600106.XSHG,38.8016,1.8608,6845792309.12,33053656.51,0.7
600107.XSHG,-22.6109,3.5678,1147528157.46,6083318.44,0.89
